Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,
82|90|80|5|Ride|SOMO|2014-01-25|100|76|15|20140222,,,,,
83|45|45|2|Odio|ROMEO SANTOS featuring DRAKE|2014-02-15|45|45|11|20140222,,,,,
84|69|69|2|Confident|JUSTIN BIEBER featuring CHANCE THE RAPPER|2014-02-15|69|69|2|20140222,,,,,
85|97|85|3|They Don't Know|RICO LOVE|2014-02-08|100|73|7|20140222,,,,,
86|93|86|4|Thinking About You|CALVIN HARRIS featuring AYAH MARAR|2014-02-01|93|86|6|20140222,,,,,
87|NEW|87|1|The Worst|JHENE AIKO|2014-02-22|87|43|20|20140222,,,,,
88|70|70|5|Partition|BEYONCE|2014-01-25|90|23|21|20140222,,,,,
89|44|44|3|Invisible|HUNTER HAYES|2014-02-08|88|44|3|20140222,,,,,
90|NEW|90|1|Human|CHRISTINA PERRI|2014-02-22|90|31|20|20140222,,,,,
91|NEW|91|1|Chocolate|THE 1975|2014-02-22|91|80|5|20140222,,,,,
92|68|68|2|Midnight Memories|ONE DIRECTION|2014-02-15|68|68|2|20140222,,,,,
93|100|93|2|On Top Of The World|IMAGINE DRAGONS|2014-02-15|100|79|14|20140222,,,,,
94|NEW|94|1|Oceans (Where Feet May Fail)|HILLSONG UNITED|2014-02-22|94|83|11|20140222,,,,,
95|99|93|8|Worst Behavior|DRAKE|2014-01-04|94|93|10|20140222,,,,,
96|87|47|17|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20140222,,,,,
97|NEW|97|1|Beat Of The Music|BRETT ELDREDGE|2014-02-22|97|44|20|20140222,,,,,
98|96|90|5|She Knows|J. COLE featuring AMBER COFFMAN & THE CULTS|2014-01-25|96|90|5|20140222,,,,,
99|77|56|13|Up All Night|JON PARDI|2013-11-30|99|56|13|20140222,,,,,
100|94|94|2|Can't Raise A Man|K. MICHELLE|2014-02-15|94|94|2|20140222,,,,,
1|1|1|20|Dark Horse|KATY PERRY featuring JUICY J|2013-10-05|17|1|57|20140215,,,,,
2|13|2|7|Drunk In Love|BEYONCE featuring JAY-Z|2014-01-04|12|2|20|20140215,,,,,
3|2|1|17|Timber|PITBULL featuring KE$HA|2013-10-26|49|1|39|20140215,,,,,
4|6|4|7|Talk Dirty|JASON DERULO featuring 2 CHAINZ|2014-01-04|89|3|33|20140215,,,,,
5|3|2|33|Counting Stars|ONEREPUBLIC|2013-07-06|32|2|68|20140215,,,,,
6|7|6|27|Let Her Go|PASSENGER|2013-08-17|95|5|43|20140215,,,,,
7|4|4|13|Say Something|A GREAT BIG WORLD featuring CHRISTINA AGUILERA|2013-11-23|16|4|26|20140215,,,,,
8|11|8|5|Happy|PHARRELL WILLIAMS|2014-01-18|98|1|47|20140215,,,,,
9|9|1|31|Royals|LORDE|2013-07-20|90|1|44|20140215,,,,,
10|8|8|19|Team|LORDE|2013-10-12|90|6|38|20140215,,,,,
11|10|10|25|Pompeii|BASTILLE|2013-08-31|95|5|53|20140215,,,,,
12|5|1|14|The Monster|EMINEM featuring RIHANNA|2013-11-16|3|1|29|20140215,,,,,
13|33|3|73|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20140215,,,,,
14|12|6|14|Story Of My Life|ONE DIRECTION|2013-11-16|6|6|32|20140215,,,,,
15|61|15|3|Can't Remember To Forget You|SHAKIRA featuring RIHANNA|2014-02-01|28|15|19|20140215,,,,,
16|14|13|20|Burn|ELLIE GOULDING|2013-10-05|99|13|34|20140215,,,,,
17|27|17|14|All Of Me|JOHN LEGEND|2013-11-16|97|1|56|20140215,,,,,
18|15|6|21|Demons|IMAGINE DRAGONS|2013-09-28|46|6|41|20140215,,,,,
19|17|4|32|Wake Me Up!|AVICII|2013-07-13|81|4|53|20140215,,,,,
20|18|1|26|Roar|KATY PERRY|2013-08-24|85|1|35|20140215,,,,,
21|16|16|5|The Man|ALOE BLACC|2014-01-18|79|8|19|20140215,,,,,
22|19|19|12|Show Me|KID INK featuring CHIS BROWN|2013-11-30|68|13|30|20140215,,,,,
23|26|23|33|Brave|SARA BAREILLES|2013-07-06|100|23|41|20140215,,,,,
24|21|21|10|Let It Go|IDINA MENZEL|2013-12-14|89|5|33|20140215,,,,,
25|30|22|6|Adore You|MILEY CYRUS|2014-01-11|22|21|16|20140215,,,,,
26|29|19|18|My Hitta|YG X JEEZY X RICH HOMIE QUAN|2013-10-19|67|19|28|20140215,,,,,
27|20|1|24|Wrecking Ball|MILEY CYRUS|2013-09-07|50|1|32|20140215,,,,,
28|24|4|26|Hold On, We're Going Home|DRAKE featuring MAJID JORDAN|2013-08-24|21|4|33|20140215,,,,
29|28|15|20|White Walls|MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS|2013-10-05|100|15|22|20140215,,,,,
30|22|18|19|Stay The Night|ZEDD featuring HAYLEY WILLIAMS|2013-10-12|86|18|21|20140215,,,,,
31|31|1|42|Blurred Lines|ROBIN THICKE featuring T.I. & PHARRELL|2013-05-04|94|1|48|20140215,,,,,
32|23|14|32|Sweater Weather|THE NEIGHBOURHOOD|2013-07-13|96|14|35|20140215,,,,,
33|32|32|11|Love Me Again|JOHN NEWMAN|2013-12-07|85|30|18|20140215,,,,,
34|34|32|12|Best Day Of My Life|AMERICAN AUTHORS|2013-11-30|93|11|36|20140215,,,,,
35|35|33|13|Drink A Beer|LUKE BRYAN|2013-11-23|79|31|20|20140215,,,,,
36|25|13|15|Do What U Want|LADY GAGA featuring R. KELLY|2013-11-09|13|13|19|20140215,,,,,
37|36|36|9|Hey Brother|AVICII|2013-12-21|78|16|23|20140215,,,,,
38|54|38|5|Young Girls|BRUNO MARS|2014-01-18|94|32|14|20140215,,,,,
39|38|38|18|Whatever She's Got|DAVID NAIL|2013-10-19|91|35|21|20140215,,,,,
40|39|8|40|Safe And Sound|CAPITAL CITIES|2013-05-18|99|8|43|20140215,,,,,
41|40|38|16|Chillin' It|COLE SWINDELL|2013-11-02|98|28|20|20140215,,,,,
42|37|11|19|23|MIKE WILL MADE-IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J|2013-10-12|11|11|22|20140215,,,,
43|41|37|6|Turn Down For What|DJ SNAKE & LIL JON|2014-01-11|38|4|37|20140215,,,,,
44|88|44|2|Invisible|HUNTER HAYES|2014-02-08|88|44|3|20140215,,,,,
45|NEW|45|1|Odio|ROMEO SANTOS featuring DRAKE|2014-02-15|45|45|11|20140215,,,,,
46|43|43|10|When She Says Baby|JASON ALDEAN|2013-12-14|93|38|20|20140215,,,,,
47|42|17|54|Sail|AWOLNATION|2013-02-09|63|17|59|20140215,,,,,
48|50|48|20|Animals|MARTIN GARRIX|2013-10-05|86|21|34|20140215,,,,,
49|48|30|18|It Won't Stop|SEVYN STREETER featuring CHRIS BROWN|2013-10-19|90|30|20|20140215,,,,,
50|46|45|7|XO|BEYONCE|2014-01-04|66|45|10|20140215,,,,,
51|52|51|7|Paranoid|TY DOLLA $IGN featuring B.O.B|2014-01-04|97|29|20|20140215,,,,,
52|47|47|16|Friday Night|ERIC PASLAY|2013-11-02|91|47|20|20140215,,,,,
53|44|20|19|All Me|DRAKE featuring 2 CHAINZ & BIG SEAN|2013-10-12|20|20|20|20140215,,,,,
54|51|38|10|Let It Go|DEMI LOVATO|2013-12-14|64|38|20|20140215,,,,,
55|53|7|16|Rap God|EMINEM|2013-11-02|7|7|20|20140215,,,,,
56|56|56|13|Compass|LADY ANTEBELLUM|2013-11-23|87|46|20|20140215,,,,,
57|45|28|16|Stay|FLORIDA GEORGIA LINE|2013-11-02|85|28|20|20140215,,,,,
58|59|58|7|Bottoms Up|BRANTLEY GILBERT|2014-01-04|58|20|25|20140215,,,,,
59|55|55|6|Do You Want To Build A Snowman?|KRISTEN BELL, AGATHA LEE MONN & KATIE LOPEZ|2014-01-11|65|51|18|20140215,,,,
60|NEW|60|1|Follow Your Arrow|KACEY MUSGRAVES|2014-02-15|60|60|1|20140215,,,,,
61|67|55|4|Give Me Back My Hometown|ERIC CHURCH|2014-01-25|95|36|20|20140215,,,,,
62|49|14|15|Unconditionally|KATY PERRY|2013-11-09|30|14|20|20140215,,,,,
63|66|63|3|Doin' What She Likes|BLAKE SHELTON|2014-02-01|84|35|17|20140215,,,,,
64|64|64|6|Neon Lights|DEMI LOVATO|2014-01-11|96|36|20|20140215,,,,,
65|71|65|7|I Hold On|DIERKS BENTLEY|2014-01-04|100|40|19|20140215,,,,,
66|57|57|6|For The First Time In Forever|KRISTEN BELL & IDINA MENZEL|2014-01-11|74|57|19|20140215,,,,,
67|65|65|11|Up Down (Do This All Day)|T-PAIN featuring B.O.B|2013-12-07|95|62|20|20140215,,,,,
68|NEW|68|1|Midnight Memories|ONE DIRECTION|2014-02-15|68|68|2|20140215,,,,,
69|NEW|69|1|Confident|JUSTIN BIEBER featuring CHANCE THE RAPPER|2014-02-15|69|69|2|20140215,,,,,
70|73|70|4|Partition|BEYONCE|2014-01-25|90|23|21|20140215,,,,,
71|75|71|8|See You Tonight|SCOTTY McCREERY|2013-12-28|86|52|16|20140215,,,,,
72|77|70|9|Helluva Life|FRANKIE BALLARD|2013-12-21|89|51|20|20140215,,,,,
73|68|63|12|The Language|DRAKE|2013-11-30|89|63|17|20140215,,,,,
74|NEW|74|1|Cop Car|KEITH URBAN|2014-02-15|74|41|18|20140215,,,,,
75|NEW|75|1|m.A.A.d City|KENDRICK LAMAR featuring MC EIHT|2014-02-15|75|75|1|20140215,,,,,
76|74|74|5|Drink To That All Night|JERROD NIEMANN|2014-01-18|90|34|20|20140215,,,,,
77|63|56|12|Up All Night|JON PARDI|2013-11-30|99|56|13|20140215,,,,,
78|76|76|9|Do I Wanna Know?|ARCTIC MONKEYS|2013-12-21|99|70|20|20140215,,,,,
79|86|79|3|Take Me Home|CASH CASH featuring BEBE REXHA|2014-02-01|94|57|13|20140215,,,,,
80|84|80|3|Loyal|CHRIS BROWN featuring LIL WAYNE & FRENCH MONTANA or & TOO SH|2014-02-01|82|9|36|20140215,,,,,
81|69|69|5|Love Don't Die|THE FRAY|2014-01-18|81|60|9|20140215,,,,,
82|79|79|4|Get Me Some Of That|THOMAS RHETT|2014-01-25|94|41|20|20140215,,,,,
83|83|83|4|Goodnight Kiss|RANDY HOUSER|2014-01-25|93|52|16|20140215,,,,,
84|72|66|7|Waiting For Superman|DAUGHTRY|2014-01-04|95|66|12|20140215,,,,,
85|78|78|5|19 You + Me|DAN + SHAY|2014-01-18|96|42|18|20140215,,,,,
86|58|58|3|Rewind|RASCAL FLATTS|2014-02-01|83|38|20|20140215,,,,,
87|62|47|16|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20140215,,,,,
88|89|88|3|Everything I Shouldn't Be Thinking About|THOMPSON SQUARE|2014-02-01|95|69|12|20140215,,,,,
89|NEW|89|1|A Man Who Was Gonna Die Young|ERIC CHURCH|2014-02-15|89|89|1|20140215,,,,,
90|80|80|4|Ride|SOMO|2014-01-25|100|76|15|20140215,,,,,
91|82|82|6|The Heart Of Dixie|DANIELLE BRADBERY|2014-01-11|93|81|10|20140215,,,,,
92|60|60|2|Mmm Yeah|AUSTIN MAHONE featuring PITBULL|2014-02-08|60|60|2|20140215,,,,,
93|87|87|3|Thinking About You|CALVIN HARRIS featuring AYAH MARAR|2014-02-01|93|86|6|20140215,,,,,
94|NEW|94|1|Can't Raise A Man|K. MICHELLE|2014-02-15|94|94|2|20140215,,,,,
95|91|91|2|Na Na|TREY SONGZ|2014-02-08|91|21|28|20140215,,,,,
96|90|90|4|She Knows|J. COLE featuring AMBER COFFMAN & THE CULTS|2014-01-25|96|90|5|20140215,,,,,
97|100|97|2|They Don't Know|RICO LOVE|2014-02-08|100|73|7|20140215,,,,,
98|70|59|16|Don't Let Me Be Lonely|THE BAND PERRY|2013-11-02|97|59|16|20140215,,,,,
99|93|93|7|Worst Behavior|DRAKE|2014-01-04|94|93|10|20140215,,,,,
100|NEW|100|1|On Top Of The World|IMAGINE DRAGONS|2014-02-15|100|79|14|20140215,,,,,
1|2|1|19|Dark Horse|KATY PERRY featuring JUICY J|2013-10-05|17|1|57|20140208,,,,,
2|1|1|16|Timber|PITBULL featuring KE$HA|2013-10-26|49|1|39|20140208,,,,,
3|3|2|32|Counting Stars|ONEREPUBLIC|2013-07-06|32|2|68|20140208,,,,,
4|4|4|12|Say Something|A GREAT BIG WORLD featuring CHRISTINA AGUILERA|2013-11-23|16|4|26|20140208,,,,,
5|5|1|13|The Monster|EMINEM featuring RIHANNA|2013-11-16|3|1|29|20140208,,,,,
6|15|6|6|Talk Dirty|JASON DERULO featuring 2 CHAINZ|2014-01-04|89|3|33|20140208,,,,,
7|6|6|26|Let Her Go|PASSENGER|2013-08-17|95|5|43|20140208,,,,,
8|8|8|18|Team|LORDE|2013-10-12|90|6|38|20140208,,,,,
9|7|1|30|Royals|LORDE|2013-07-20|90|1|44|20140208,,,,,
10|10|10|24|Pompeii|BASTILLE|2013-08-31|95|5|53|20140208,,,,,
11|25|11|4|Happy|PHARRELL WILLIAMS|2014-01-18|98|1|47|20140208,,,,,
12|9|6|13|Story Of My Life|ONE DIRECTION|2013-11-16|6|6|32|20140208,,,,,
13|12|12|6|Drunk In Love|BEYONCE featuring JAY-Z|2014-01-04|12|2|20|20140208,,,,,
14|14|13|19|Burn|ELLIE GOULDING|2013-10-05|99|13|34|20140208,,,,,
15|13|6|20|Demons|IMAGINE DRAGONS|2013-09-28|46|6|41|20140208,,,,,
16|17|16|4|The Man|ALOE BLACC|2014-01-18|79|8|19|20140208,,,,,
17|11|4|31|Wake Me Up!|AVICII|2013-07-13|81|4|53|20140208,,,,,
18|16|1|25|Roar|KATY PERRY|2013-08-24|85|1|35|20140208,,,,,
19|24|19|11|Show Me|KID INK featuring CHIS BROWN|2013-11-30|68|13|30|20140208,,,,,
20|18|1|23|Wrecking Ball|MILEY CYRUS|2013-09-07|50|1|32|20140208,,,,,
21|26|21|9|Let It Go|IDINA MENZEL|2013-12-14|89|5|33|20140208,,,,,
22|22|18|18|Stay The Night|ZEDD featuring HAYLEY WILLIAMS|2013-10-12|86|18|21|20140208,,,,,
23|21|14|31|Sweater Weather|THE NEIGHBOURHOOD|2013-07-13|96|14|35|20140208,,,,,
24|20|4|25|Hold On, We're Going Home|DRAKE featuring MAJID JORDAN|2013-08-24|21|4|33|20140208,,,,
25|19|13|14|Do What U Want|LADY GAGA featuring R. KELLY|2013-11-09|13|13|19|20140208,,,,,
26|31|26|32|Brave|SARA BAREILLES|2013-07-06|100|23|41|20140208,,,,,
27|49|27|13|All Of Me|JOHN LEGEND|2013-11-16|97|1|56|20140208,,,,,
28|23|15|19|White Walls|MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS|2013-10-05|100|15|22|20140208,,,,,
29|27|19|17|My Hitta|YG X JEEZY X RICH HOMIE QUAN|2013-10-19|67|19|28|20140208,,,,,
30|30|22|5|Adore You|MILEY CYRUS|2014-01-11|22|21|16|20140208,,,,,
31|33|1|41|Blurred Lines|ROBIN THICKE featuring T.I. & PHARRELL|2013-05-04|94|1|48|20140208,,,,,
32|35|32|10|Love Me Again|JOHN NEWMAN|2013-12-07|85|30|18|20140208,,,,,
33|41|3|72|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20140208,,,,,
34|32|32|11|Best Day Of My Life|AMERICAN AUTHORS|2013-11-30|93|11|36|20140208,,,,,
35|34|33|12|Drink A Beer|LUKE BRYAN|2013-11-23|79|31|20|20140208,,,,,
36|37|36|8|Hey Brother|AVICII|2013-12-21|78|16|23|20140208,,,,,
37|29|11|18|23|MIKE WILL MADE-IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J|2013-10-12|11|11|22|20140208,,,,
38|39|38|17|Whatever She's Got|DAVID NAIL|2013-10-19|91|35|21|20140208,,,,,
39|36|8|39|Safe And Sound|CAPITAL CITIES|2013-05-18|99|8|43|20140208,,,,,
40|38|38|15|Chillin' It|COLE SWINDELL|2013-11-02|98|28|20|20140208,,,,,
41|42|37|5|Turn Down For What|DJ SNAKE & LIL JON|2014-01-11|38|4|37|20140208,,,,,
42|47|17|53|Sail|AWOLNATION|2013-02-09|63|17|59|20140208,,,,,
43|52|43|9|When She Says Baby|JASON ALDEAN|2013-12-14|93|38|20|20140208,,,,,
44|44|20|18|All Me|DRAKE featuring 2 CHAINZ & BIG SEAN|2013-10-12|20|20|20|20140208,,,,,
45|40|28|15|Stay|FLORIDA GEORGIA LINE|2013-11-02|85|28|20|20140208,,,,,
46|45|45|6|XO|BEYONCE|2014-01-04|66|45|10|20140208,,,,,
47|59|47|15|Friday Night|ERIC PASLAY|2013-11-02|91|47|20|20140208,,,,,
48|50|30|17|It Won't Stop|SEVYN STREETER featuring CHRIS BROWN|2013-10-19|90|30|20|20140208,,,,,
49|43|14|14|Unconditionally|KATY PERRY|2013-11-09|30|14|20|20140208,,,,,
50|53|50|19|Animals|MARTIN GARRIX|2013-10-05|86|21|34|20140208,,,,,
51|57|38|9|Let It Go|DEMI LOVATO|2013-12-14|64|38|20|20140208,,,,,
52|65|52|6|Paranoid|TY DOLLA $IGN featuring B.O.B|2014-01-04|97|29|20|20140208,,,,,
53|51|7|15|Rap God|EMINEM|2013-11-02|7|7|20|20140208,,,,,
54|68|54|4|Young Girls|BRUNO MARS|2014-01-18|94|32|14|20140208,,,,,
55|61|55|5|Do You Want To Build A Snowman?|KRISTEN BELL, AGATHA LEE MONN & KATIE LOPEZ|2014-01-11|65|51|18|20140208,,,,
56|62|56|12|Compass|LADY ANTEBELLUM|2013-11-23|87|46|20|20140208,,,,,
57|64|57|5|For The First Time In Forever|KRISTEN BELL & IDINA MENZEL|2014-01-11|74|57|19|20140208,,,,,
58|83|58|2|Rewind|RASCAL FLATTS|2014-02-01|83|38|20|20140208,,,,,
59|67|58|6|Bottoms Up|BRANTLEY GILBERT|2014-01-04|58|20|25|20140208,,,,,
60|NEW|60|1|Mmm Yeah|AUSTIN MAHONE featuring PITBULL|2014-02-08|60|60|2|20140208,,,,,
61|28|28|2|Can't Remember To Forget You|SHAKIRA featuring RIHANNA|2014-02-01|28|15|19|20140208,,,,,
62|54|47|15|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20140208,,,,,
63|56|56|11|Up All Night|JON PARDI|2013-11-30|99|56|13|20140208,,,,,
64|70|64|5|Neon Lights|DEMI LOVATO|2014-01-11|96|36|20|20140208,,,,,
65|66|65|10|Up Down (Do This All Day)|T-PAIN featuring B.O.B|2013-12-07|95|62|20|20140208,,,,,
66|84|66|2|Doin' What She Likes|BLAKE SHELTON|2014-02-01|84|35|17|20140208,,,,,
67|55|55|3|Give Me Back My Hometown|ERIC CHURCH|2014-01-25|95|36|20|20140208,,,,,
68|69|63|11|The Language|DRAKE|2013-11-30|89|63|17|20140208,,,,,
69|72|69|4|Love Don't Die|THE FRAY|2014-01-18|81|60|9|20140208,,,,,
70|60|59|15|Don't Let Me Be Lonely|THE BAND PERRY|2013-11-02|97|59|16|20140208,,,,,
71|77|71|6|I Hold On|DIERKS BENTLEY|2014-01-04|100|40|19|20140208,,,,,
72|74|66|6|Waiting For Superman|DAUGHTRY|2014-01-04|95|66|12|20140208,,,,,
73|86|73|3|Partition|BEYONCE|2014-01-25|90|23|21|20140208,,,,,
74|78|74|4|Drink To That All Night|JERROD NIEMANN|2014-01-18|90|34|20|20140208,,,,,
75|75|75|7|See You Tonight|SCOTTY McCREERY|2013-12-28|86|52|16|20140208,,,,,
76|79|76|8|Do I Wanna Know?|ARCTIC MONKEYS|2013-12-21|99|70|20|20140208,,,,,
77|76|70|8|Helluva Life|FRANKIE BALLARD|2013-12-21|89|51|20|20140208,,,,,
78|81|78|4|19 You + Me|DAN + SHAY|2014-01-18|96|42|18|20140208,,,,,
79|90|79|3|Get Me Some Of That|THOMAS RHETT|2014-01-25|94|41|20|20140208,,,,,
80|89|80|3|Ride|SOMO|2014-01-25|100|76|15|20140208,,,,,
81|NEW|81|1|Man Of The Year|SCHOOLBOY Q|2014-02-08|81|81|1|20140208,,,,,
82|87|82|5|The Heart Of Dixie|DANIELLE BRADBERY|2014-01-11|93|81|10|20140208,,,,,
83|91|83|3|Goodnight Kiss|RANDY HOUSER|2014-01-25|93|52|16|20140208,,,,,
84|82|82|2|Loyal|CHRIS BROWN featuring LIL WAYNE & FRENCH MONTANA or & TOO SH|2014-02-01|82|9|36|20140208,,,,,
85|NEW|85|1|El Perdedor|ENRIQUE IGLESIAS featuring MARCO ANTONIO SOLIS|2014-02-08|85|85|1|20140208,,,,,
86|94|86|2|Take Me Home|CASH CASH featuring BEBE REXHA|2014-02-01|94|57|13|20140208,,,,,
87|93|87|2|Thinking About You|CALVIN HARRIS featuring AYAH MARAR|2014-02-01|93|86|6|20140208,,,,,
88|NEW|88|1|Invisible|HUNTER HAYES|2014-02-08|88|44|3|20140208,,,,,
89|95|89|2|Everything I Shouldn't Be Thinking About|THOMPSON SQUARE|2014-02-01|95|69|12|20140208,,,,,
90|92|90|3|She Knows|J. COLE featuring AMBER COFFMAN & THE CULTS|2014-01-25|96|90|5|20140208,,,,,
91|NEW|91|1|Na Na|TREY SONGZ|2014-02-08|91|21|28|20140208,,,,,
92|NEW|92|1|Collard Greens|SCHOOLBOY Q featuring KENDRICK LAMAR|2014-02-08|92|92|1|20140208,,,,,
93|98|93|6|Worst Behavior|DRAKE|2014-01-04|94|93|10|20140208,,,,,
94|88|26|20|We Were Us|KEITH URBAN & MIRANDA LAMBERT|2013-09-28|80|26|20|20140208,,,,,
95|80|36|19|Carolina|PARMALEE|2013-10-05|93|36|19|20140208,,,,,
96|NEW|96|1|Chocolate|THE 1975|2014-02-08|96|96|1|20140208,,,,,
97|71|65|15|Radio|DARIUS RUCKER|2013-11-02|96|65|15|20140208,,,,,
98|99|98|2|Oceans (Where Feet May Fail)|HILLSONG UNITED|2014-02-01|99|98|2|20140208,,,,,
99|85|26|17|Marry Me|JASON DERULO|2013-10-19|72|26|17|20140208,,,,,
100|NEW|100|1|They Don't Know|RICO LOVE|2014-02-08|100|73|7|20140208,,,,,
1|1|1|15|Timber|PITBULL featuring KE$HA|2013-10-26|49|1|39|20140201,,,,,
2|4|2|18|Dark Horse|KATY PERRY featuring JUICY J|2013-10-05|17|1|57|20140201,,,,,
3|2|2|31|Counting Stars|ONEREPUBLIC|2013-07-06|32|2|68|20140201,,,,,
4|5|4|11|Say Something|A GREAT BIG WORLD featuring CHRISTINA AGUILERA|2013-11-23|16|4|26|20140201,,,,,
5|3|1|12|The Monster|EMINEM featuring RIHANNA|2013-11-16|3|1|29|20140201,,,,,
6|6|6|25|Let Her Go|PASSENGER|2013-08-17|95|5|43|20140201,,,,,
7|7|1|29|Royals|LORDE|2013-07-20|90|1|44|20140201,,,,,
8|11|8|17|Team|LORDE|2013-10-12|90|6|38|20140201,,,,,
9|10|6|12|Story Of My Life|ONE DIRECTION|2013-11-16|6|6|32|20140201,,,,,
10|12|10|23|Pompeii|BASTILLE|2013-08-31|95|5|53|20140201,,,,,
11|8|4|30|Wake Me Up!|AVICII|2013-07-13|81|4|53|20140201,,,,,
12|16|12|5|Drunk In Love|BEYONCE featuring JAY-Z|2014-01-04|12|2|20|20140201,,,,,
13|9|6|19|Demons|IMAGINE DRAGONS|2013-09-28|46|6|41|20140201,,,,,
14|15|13|18|Burn|ELLIE GOULDING|2013-10-05|99|13|34|20140201,,,,,
15|29|15|5|Talk Dirty|JASON DERULO featuring 2 CHAINZ|2014-01-04|89|3|33|20140201,,,,,
16|13|1|24|Roar|KATY PERRY|2013-08-24|85|1|35|20140201,,,,,
17|24|17|3|The Man|ALOE BLACC|2014-01-18|79|8|19|20140201,,,,,
18|14|1|22|Wrecking Ball|MILEY CYRUS|2013-09-07|50|1|32|20140201,,,,,
19|19|13|13|Do What U Want|LADY GAGA featuring R. KELLY|2013-11-09|13|13|19|20140201,,,,,
20|17|4|24|Hold On, We're Going Home|DRAKE featuring MAJID JORDAN|2013-08-24|21|4|33|20140201,,,,
21|20|14|30|Sweater Weather|THE NEIGHBOURHOOD|2013-07-13|96|14|35|20140201,,,,,
22|18|18|17|Stay The Night|ZEDD featuring HAYLEY WILLIAMS|2013-10-12|86|18|21|20140201,,,,,
23|22|15|18|White Walls|MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS|2013-10-05|100|15|22|20140201,,,,,
24|21|21|10|Show Me|KID INK featuring CHIS BROWN|2013-11-30|68|13|30|20140201,,,,,
25|56|25|3|Happy|PHARRELL WILLIAMS|2014-01-18|98|1|47|20140201,,,,,
26|25|25|8|Let It Go|IDINA MENZEL|2013-12-14|89|5|33|20140201,,,,,
27|27|19|16|My Hitta|YG X JEEZY X RICH HOMIE QUAN|2013-10-19|67|19|28|20140201,,,,,
28|NEW|28|1|Can't Remember To Forget You|SHAKIRA featuring RIHANNA|2014-02-01|28|15|19|20140201,,,,,
29|23|11|17|23|MIKE WILL MADE-IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J|2013-10-12|11|11|22|20140201,,,,
30|34|22|4|Adore You|MILEY CYRUS|2014-01-11|22|21|16|20140201,,,,,
31|26|26|31|Brave|SARA BAREILLES|2013-07-06|100|23|41|20140201,,,,,
32|38|32|10|Best Day Of My Life|AMERICAN AUTHORS|2013-11-30|93|11|36|20140201,,,,,
33|28|1|40|Blurred Lines|ROBIN THICKE featuring T.I. & PHARRELL|2013-05-04|94|1|48|20140201,,,,,
34|33|33|11|Drink A Beer|LUKE BRYAN|2013-11-23|79|31|20|20140201,,,,,
35|36|35|9|Love Me Again|JOHN NEWMAN|2013-12-07|85|30|18|20140201,,,,,
36|30|8|38|Safe And Sound|CAPITAL CITIES|2013-05-18|99|8|43|20140201,,,,,
37|44|37|7|Hey Brother|AVICII|2013-12-21|78|16|23|20140201,,,,,
38|48|38|14|Chillin' It|COLE SWINDELL|2013-11-02|98|28|20|20140201,,,,,
39|39|39|16|Whatever She's Got|DAVID NAIL|2013-10-19|91|35|21|20140201,,,,,
40|35|28|14|Stay|FLORIDA GEORGIA LINE|2013-11-02|85|28|20|20140201,,,,,
41|31|3|71|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20140201,,,,,
42|51|37|4|Turn Down For What|DJ SNAKE & LIL JON|2014-01-11|38|4|37|20140201,,,,,
43|32|14|13|Unconditionally|KATY PERRY|2013-11-09|30|14|20|20140201,,,,,
44|42|20|17|All Me|DRAKE featuring 2 CHAINZ & BIG SEAN|2013-10-12|20|20|20|20140201,,,,,
45|50|45|5|XO|BEYONCE|2014-01-04|66|45|10|20140201,,,,,
46|40|23|26|Love More|CHRIS BROWN featuring NICKI MINAJ|2013-08-10|56|23|26|20140201,,,,,
47|41|17|52|Sail|AWOLNATION|2013-02-09|63|17|59|20140201,,,,,
48|37|4|23|Applause|LADY GAGA|2013-08-31|6|4|23|20140201,,,,,
49|54|49|12|All Of Me|JOHN LEGEND|2013-11-16|97|1|56|20140201,,,,,
50|49|30|16|It Won't Stop|SEVYN STREETER featuring CHRIS BROWN|2013-10-19|90|30|20|20140201,,,,,
51|46|7|14|Rap God|EMINEM|2013-11-02|7|7|20|20140201,,,,,
52|53|52|8|When She Says Baby|JASON ALDEAN|2013-12-14|93|38|20|20140201,,,,,
53|59|51|18|Animals|MARTIN GARRIX|2013-10-05|86|21|34|20140201,,,,,
54|55|47|14|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20140201,,,,,
55|95|55|2|Give Me Back My Hometown|ERIC CHURCH|2014-01-25|95|36|20|20140201,,,,,
