ground_strikes_landed,strikes_avoided_pct,attempted_strikes,weight,passes,hometown,age,reach,leg_reach,fighter_name,submissions,takedowns_defended_pct,successful_takedowns,attempted_takedowns,sweeps,fight_out_of,height,standing_strikes_landed,fight_record,other_strikes_landed
4,57,22,115 lb ( 52 kg ),1,"Olympia, Washinton USA",34,"62""",None,lisa-Ellis,1,50,3,6,1,"Olympia, Washington USA","5' 4"" ( 162 cm )",3,None,4
,,,None,,None,None,None,None,eddy-Ellis,,,,,,None,None,,None,
63,64,822,125 lb ( 56 kg ),19,"Wichita, Kansas USA",30,"65""","39""",tim-Elliott,9,48,23,38,0,"Lee's Summit, Missouri USA","5' 7"" ( 170 cm )",214,14-7-1,85
14,48,97,155 lb ( 70 kg ),1,"Omaha, Nebraska USA",31,"72""",None,joe-Ellenberger,2,N/A		,6,15,0,"Omaha, Nebraska USA","5' 9"" ( 175 cm )",18,15-2-0,14
73,62,996,170 lb ( 77 kg ),6,"Omaha, Nebraska USA",31,"71""","39""",jake-Ellenberger,4,86,22,44,3,"Lake Forest, California USA","5' 9"" ( 175 cm )",235,31-12-0,75
99,60,1477,145 lb ( 65 kg ),34,"Portage, Indiana USA",32,"71""","39""",darren-Elkins,17,25,34,90,0,"Portage, Indiana USA","5' 10"" ( 177 cm )",234,22-5-0,198
12,47,65,235 lb ( 106 kg ),0,"Nampa, Idaho USA",None,None,None,justin-Eilers,0,N/A		,0,2,0,None,"6' 1"" ( 185 cm )",7,None,1
23,52,113,253 lb ( 114 kg ),3,Oslo Norway,41,None,None,john-Olav-Einemo,0,44,1,4,1,Oslo Norway,"6' 6"" ( 198 cm )",40,None,2
25,67,98,155 lb ( 70 kg ),3,Stockholm Sweden,36,None,None,per-Eklund,7,50,4,36,0,None,"5' 10"" ( 177 cm )",25,None,10
None,50,1,170 lb ( 77 kg ),0,Dublin Ireland,28,None,None,tom-Egan,0,29,0,0,0,None,"5' 11"" ( 180 cm )",None,None,None
146,67,1489,155 lb ( 70 kg ),25,Nassau Bahamas,40,"73""",None,yves-Edwards,10,69,7,16,4,"Austin, Texas USA","5' 9"" ( 175 cm )",427,None,88
19,59,299,170 lb ( 77 kg ),16,Kingston Jamaica,25,"74""","43""",leon-edwards,2,66,5,17,2,Birmingham England,"6' 0"" ( 182 cm )",85,12-3-0,34
75,51,491,155 lb ( 70 kg ),7,"Mansfield, Ohio USA",34,"70""",None,justin-Edwards,5,27,11,41,0,"Bellefontaine, Ohio USA","5' 10"" ( 177 cm )",113,None,19
5,69,337,135 lb ( 61 kg ),0,Rio de Janeiro Brazil,38,"71""","38""",johnny-Eduardo,1,67,0,3,0,Rio de Janeiro Brazil,"5' 7"" ( 170 cm )",105,28-10-0,10
,,,205 lb ( 93 kg ),,Chechen Republic Russia,25,None,None,abdul-kerim-edilov,,,,,,Grozny Russia,"6' 1"" ( 185 cm )",,16-4-0,
120,71,3324,145 lb ( 65 kg ),47,"Summit, New Jersey United States",35,"68""","37""",frankie-Edgar,10,66,66,186,3,"Toms River, New Jersey United States","5' 6"" ( 167 cm )",872,20-5-1,314
34,54,304,145 lb ( 65 kg ),0,Baguio City Philippines,30,"68""","39""",mark-Eddiva,0,64,4,18,0,Baguio City Philippines,"5' 8"" ( 172 cm )",85,None,20
42,56,492,170 lb ( 77 kg ),7,"La Porte, Indiana USA",36,"73""",None,brian-ebersole,1,62,10,53,2,"Chicago, Illinois USA","6' 0"" ( 182 cm )",142,None,57
,,,None,,None,None,None,None,ross-Ebanez,,,,,,None,None,,None,
None,42,199,185 lb ( 84 kg ),1,"Merced, California USA",47,None,None,marvin-Eastman,0,82,2,7,0,None,"5' 9"" ( 175 cm )",49,None,None
8,40,109,245 lb ( 111 kg ),0,"Albuquerque, New Mexico USA",28,"74""","41""",cody-East,0,17,3,3,0,"Albuquerque, New Mexico USA","6' 3"" ( 190 cm )",37,12-3-0,2
79,62,947,135 lb ( 61 kg ),6,"Washington, DC USA",33,"70""",None,mike-Easton,0,67,5,22,1,"Camp Springs, MD USA","5' 6"" ( 167 cm )",259,None,13
None,33,9,None,4,USA,None,None,None,ben-Earwood,0,N/A		,2,2,0,None,None,4,None,None
18,55,257,170 lb ( 77 kg ),0,"New Westminster, BC Canada",27,"76""","44""",matt-Dwyer,0,60,1,10,0,"Kelowna, BC Canada","6' 4"" ( 193 cm )",65,None,5
,,,None,,None,None,None,None,eric-Duus,,,,,,None,None,,None,
None,42,61,170 lb ( 77 kg ),0,Rio de Janeiro Brazil,34,None,None,luiz-Dutra,0,100,0,2,0,Rio de Janeiro Brazil,"5' 11"" ( 180 cm )",12,None,None
44,51,300,135 lb ( 61 kg ),6,"Ontario, CA USA",33,None,None,reuben-Duran,2,25,3,13,0,"Redlands, CA USA","5' 7"" ( 170 cm )",84,None,19
130,63,2908,155 lb ( 70 kg ),18,"Eugene, Oregon USA",35,"70""","38""",evan-Dunham,15,81,26,75,1,"Las Vegas, Nevada USA","5' 10"" ( 177 cm )",969,17-6-0,61
None,75,1,155 lb ( 70 kg ),0,"San Jose, California USA",39,None,None,kelly-Dullanty,0,67,0,0,0,None,"5' 8"" ( 172 cm )",None,None,None
,,,None,,None,None,None,None,terry-Dull,,,,,,None,None,,None,
50,57,431,135 lb ( 61 kg ),1,"Whitesburg, KY USA",30,"73""",None,jessamyn-Duke,6,50,4,11,2,"Glendale, CA USA","5' 11"" ( 180 cm )",171,"3-3-0, 1NC",8
2,61,144,135 lb ( 61 kg ),7,"Temecula, California USA",26,"68""",None,alexis-Dufresne,0,50,3,6,1,"Temecula, California USA","5' 9"" ( 175 cm )",31,None,7
10,52,176,155 lb ( 70 kg ),2,Donegal Ireland,28,"73""","41""",joseph-duffy,3,56,0,0,0,Donegal Ireland,"5' 10"" ( 177 cm )",48,15-2-0,5
12,60,258,260 lb ( 118 kg ),0,"Evansville, Indiana USA",31,"79""",None,todd-Duffee,0,90,0,0,0,"Boca Raton, Florida USA","6' 3"" ( 190 cm )",75,9-3-0,5
9,58,88,135 lb ( 61 kg ),4,Alagir Russia,27,"61""","37""",milana-Dudieva,0,N/A		,5,11,0,Alagir Russia,"5' 5"" ( 165 cm )",18,11-5-0,1
,,,None,,USA,None,None,None,hugo-Duarte,,,,,,None,None,,None,
105,64,1446,185 lb ( 84 kg ),36,"Niagara Falls, NY United States",37,"75""","42""",rashad-Evans,0,69,50,112,1,"Boca Raton, FL United States","6' 0"" ( 182 cm )",299,24-5-1,139
18,56,117,155 lb ( 70 kg ),2,"Dover, Delaware USA",36,None,None,doug-Evans,1,70,5,6,1,None,"5' 9"" ( 175 cm )",22,None,2
,,,None,,None,None,None,None,jorge-Evangelista,,,,,,None,None,,None,
,,,None,,None,None,None,None,billy-Evangelista,,,,,,None,None,,None,
,,,None,,USA,None,None,None,fred-Ettish,,,,,,None,None,,None,
,,,None,,None,None,None,None,victor-Estrada,,,,,,None,None,,None,
,,,None,,None,None,None,None,chino-Esparza,,,,,,None,None,,None,
14,51,154,115 lb ( 52 kg ),10,"Los Angeles, California USA",29,"63""","35""",carla-Esparza,1,83,11,31,0,"Irvine, California USA","5' 1"" ( 154 cm )",18,12-3-0,42
27,67,639,155 lb ( 70 kg ),1,"Liverpool, England England",31,"73""",None,terry-Etim,10,39,3,10,1,Liverpool England,"6' 1"" ( 185 cm )",199,None,3
93,63,970,155 lb ( 70 kg ),7,"San Luis Rio Colorado, Sonora Mexico",31,"70""","40""",efrain-Escudero,8,67,13,32,1,"Tempe, Arizona USA","5' 9"" ( 175 cm )",273,None,69
,,,None,,None,None,None,None,nick-Ertl,,,,,,None,None,,None,
15,46,192,135 lb ( 61 kg ),1,"Fresno, California USA",35,None,None,cole-Escovedo,0,10,2,5,0,"Fresno, CA USA","5' 8"" ( 172 cm )",67,None,9
24,54,152,145 lb ( 65 kg ),2,"Yakima, Washington United States",27,"75""",None,julian-Erosa,2,75,3,4,0,"Seattle, Washington United States","6' 1"" ( 185 cm )",50,None,3
None,47,87,230 lb ( 104 kg ),0,Magadan Russia,34,"73""","41""",konstantin-erokhin,0,70,0,0,0,Moscow Russia,"5' 11"" ( 180 cm )",7,None,None
None,32,13,135 lb ( 61 kg ),0,"Accrington, Lancashire England",30,"64""","35""",ian-Entwistle,7,N/A		,0,3,0,Phuket Thailand,"5' 5"" ( 165 cm )",None,9-3-0,None
None,58,482,185 lb ( 84 kg ),0,"Anchorage, Alaska USA",25,"78""",None,andy-Enz,0,58,0,1,0,"Anchorage, Alaska USA","6' 3"" ( 190 cm )",2,None,None
,,,None,,None,None,None,None,kenny-Ento,,,,,,None,None,,None,
,,,None,,None,None,None,None,phil-Ensminger,,,,,,None,None,,None,
,,,None,,USA,None,None,None,scott-Ferrozzo,,,,,,None,None,,None,
7,57,425,185 lb ( 84 kg ),12,"Ibitinga, Sao Paulo Brazil",31,"78""","43""",cezar-Ferreira,2,100,16,23,0,"Miami, Florida USA","6' 1"" ( 185 cm )",131,12-5-0,31
,,,None,,USA,None,None,None,CJ-Fernandes,,,,,,None,None,,None,
21,65,1568,155 lb ( 70 kg ),5,"Oxnard, California USA",32,"76""","40""",tony-Ferguson,13,81,6,14,2,"Orange County, California USA","5' 11"" ( 180 cm )",596,23-3-0,47
7,32,123,125 lb ( 56 kg ),5,"Louisville, Kentucky USA",28,None,None,josh-Ferguson,0,55,1,9,1,"Mt. Washington, Kentucky USA","5' 5"" ( 165 cm )",42,None,5
58,51,745,155 lb ( 70 kg ),2,"Philadelphia, Pennsylvania USA",32,"70""","40""",paul-felder,3,62,3,8,0,"Philadelphia, Pennsylvania USA","5' 11"" ( 180 cm )",201,12-3-0,52
20,53,249,135 lb ( 61 kg ),0,"Englewood, Colorado USA",31,"67""","40""",kelly-Faszholz,0,44,0,3,0,"Santa Rose, California USA","5' 8"" ( 172 cm )",97,3-2-0,3
7,53,61,170 lb ( 77 kg ),0,"Grass Valley, California USA",36,None,None,brodie-Farber,1,20,1,2,0,None,"6' 1"" ( 185 cm )",20,None,1
5,87,45,185 lb ( 84 kg ),3,Pelotas Brazil,35,None,None,maiquel-Falcao,3,71,1,1,0,Curitiba Brazil,"5' 11"" ( 180 cm )",9,None,11
,,,None,,USA,None,None,None,jason-Fairn,,,,,,None,None,,None,
None,43,5,None,0,None,None,None,None,ron-Faircloth,0,N/A		,0,0,0,None,None,None,None,None
,,,None,,None,None,None,None,johnny-Fadella,,,,,,None,None,,None,
39,50,92,185 lb ( 84 kg ),16,Warsaw Poland,30,"75""","41""",bartosz-fabinski,0,100,16,22,0,Warsaw Poland,"6' 0"" ( 182 cm )",14,13-2-0,13
14,70,217,135 lb ( 61 kg ),26,Rio de Janeiro Brazil,41,None,None,wagnney-Fabiano,2,100,16,25,1,None,"5' 7"" ( 170 cm )",47,None,22
136,65,2321,135 lb ( 61 kg ),21,"Isla Vista , California USA",37,"67""","37""",urijah-Faber,21,60,38,122,7,"Sacramento, California USA","5' 6"" ( 167 cm )",572,34-10-0,245
None,45,104,155 lb ( 70 kg ),1,"Honolulu, HI USA",32,None,None,edward-Faaloloto,0,33,1,4,0,HI USA,"5' 9"" ( 175 cm )",11,None,None
59,59,925,135 lb ( 61 kg ),3,"Barberton, Ohio USA",30,"66""","38""",jessica-Eye,1,62,1,1,0,"Cleveland, Ohio USA","5' 6"" ( 167 cm )",276,"11-6-0, 1NC",5
32,47,247,155 lb ( 70 kg ),6,"Curitibanos, Santa Catarina Brazil",25,"77""","43""",glaico-franca,1,77,8,19,0,"Balneario Camboriu, Santa Catarina Brazil","6' 0"" ( 182 cm )",66,14-5-0,7
7,51,34,145 lb ( 65 kg ),0,"Fort Myers, Florida USA",37,None,None,brandon-Foxworth,0,N/A		,0,0,0,None,"6' 0"" ( 182 cm )",3,None,1
5,65,203,170 lb ( 77 kg ),6,"Sallisaw, Oklahoma USA",32,"73""",None,brian-Foster,3,38,6,10,1,"Granite City, IL USA","5' 10"" ( 177 cm )",33,None,43
4,49,53,185 lb ( 84 kg ),0,Paris France,34,None,None,xavier-Foupa-Pokam,0,17,0,0,1,None,"6' 1"" ( 185 cm )",18,None,1
None,62,30,205 lb ( 93 kg ),0,"Tubarao, Santa Catarina Brazil",31,"74""","42""",marcel-Fortuna,0,N/A		,0,0,0,"Tubarao, Santa Catarina Brazil","6' 1"" ( 185 cm )",4,9-1-0,None
19,67,307,125 lb ( 56 kg ),22,Rio Grande do Norte Brazil,31,"67""","37""",jussier-formiga,3,81,12,32,0,Natal Brazil,"5' 5"" ( 165 cm )",65,19-4-0,15
21,63,292,155 lb ( 70 kg ),7,"Fortaleza, CE Brazil",29,"71""",None,renee-Forte,0,67,7,12,0,"Fortaleza, Ceara Brazil","5' 7"" ( 170 cm )",48,None,25
24,54,217,205 lb ( 93 kg ),3,"Portland, Maine USA",32,None,None,jesse-Forbes,2,67,3,4,0,None,"6' 2"" ( 187 cm )",27,None,2
17,63,280,135 lb ( 61 kg ),1,"Leominster, Massachusetts USA",29,"71""","38""",rob-Font,1,33,2,9,0,"Woburn, Massachusetts USA","5' 8"" ( 172 cm )",99,13-2-0,14
None,54,92,155 lb ( 70 kg ),0,"Redmond, Washington USA",33,"76""",None,caros-Fodor,0,50,3,13,0,"Shoreline, Washington USA","5' 9"" ( 175 cm )",15,None,None
81,64,1135,145 lb ( 65 kg ),40,"Westwood, Massachusetts USA",40,"74""",None,kenny-Florian,13,60,26,81,1,"Brookline, Massachusetts USA","5' 10"" ( 177 cm )",219,None,154
,,,None,,None,None,None,None,tait-Fletcher,,,,,,None,None,,None,
136,54,1225,170 lb ( 77 kg ),44,"Ft. Wayne, Indiana USA",38,"74""",None,jon-Fitch,14,56,58,106,3,"San Jose, California USA","6' 0"" ( 182 cm )",186,None,308
5,62,268,155 lb ( 70 kg ),1,Sunderland England,34,None,None,colin-fletcher,0,27,0,2,0,Sunderland England,"6' 2"" ( 187 cm )",86,None,2
172,64,1464,155 lb ( 70 kg ),19,"Cashiers, North Carolina USA",40,"68""",None,spencer-Fisher,10,60,9,30,2,"Los Angeles, California USA","5' 7"" ( 170 cm )",404,None,61
None,42,10,204 lb ( 92 kg ),0,Rio de Janeiro Brazil,38,None,None,alexandre-ferreira,0,N/A		,0,3,0,Curitiba Brazil,"5' 7"" ( 170 cm )",3,None,None
65,70,499,170 lb ( 77 kg ),17,"St. Petersburg, Florida USA",36,None,None,luigi-Fioravanti,6,68,24,38,1,None,"5' 8"" ( 172 cm )",107,None,42
8,52,489,135 lb ( 61 kg ),5,"McKinney, TX USA",32,"69""",None,edwin-figueroa,3,37,1,1,5,"McKinney, TX USA","5' 7"" ( 170 cm )",119,None,66
None,36,4,155 lb ( 70 kg ),0,"Kenosha, WI USA",36,None,None,brian-Geraghty,0,50,0,0,0,None,"5' 7"" ( 170 cm )",None,None,None
,,,None,,USA,None,None,None,scott-Fielder,,,,,,None,None,,None,
1,35,30,170 lb ( 77 kg ),0,"Philadelphia, PA USA",34,None,None,paul-Georgieff,0,N/A		,0,2,0,None,"6' 2"" ( 187 cm )",8,None,3
27,61,549,145 lb ( 65 kg ),7,"Federal Way, Washington USA",26,"74""","40""",andre-Fili,1,58,12,26,3,"Sacramento, California USA","5' 10"" ( 177 cm )",143,16-4-0,44
13,49,332,125 lb ( 56 kg ),0,"Yonkers, New York USA",32,"63""",None,louis-Gaudinot,4,31,2,5,0,"Hoboken, New Jersey USA","5' 3"" ( 160 cm )",99,None,12
9,39,172,125 lb ( 56 kg ),1,"Los Angeles, California USA",30,"70""","39""",willie-gates,1,68,0,0,0,"Fontana, California USA","5' 8"" ( 172 cm )",42,None,16
61,64,1190,185 lb ( 84 kg ),15,"San Jose, California United States",25,"71""","39""",kelvin-Gastelum,2,63,9,18,5,"Yuma, Arizona United States","5' 9"" ( 175 cm )",423,14-2-0,34
None,45,15,185 lb ( 84 kg ),0,"Urbana, Ohio USA",44,None,None,brian-Gassaway,0,43,0,0,0,None,"6' 1"" ( 185 cm )",2,None,None
None,53,51,125 lb ( 56 kg ),0,Dagestan Russia,None,None,None,azamat-Gashimov,0,N/A		,1,4,0,"Fairfield, NJ USA","5' 6"" ( 167 cm )",4,None,None
20,50,365,145 lb ( 65 kg ),1,"Wasco, CA USA",33,None,None,pablo-Garza,4,15,3,12,2,"Fargo , ND USA","6' 1"" ( 185 cm )",77,None,64
51,53,2234,145 lb ( 65 kg ),7,"Plainview, Texas United States",37,None,None,leonard-Garcia,7,42,4,15,5,"Albuquerque, New Mexico USA","5' 10"" ( 177 cm )",466,None,35
7,60,289,170 lb ( 77 kg ),3,"San Luis Rio Colorado, Sonora Mexico",32,"71""","39""",edgar-Garcia,1,50,4,7,0,"Yuma, Arizona USA","5' 10"" ( 177 cm )",50,None,29
16,61,387,170 lb ( 77 kg ),12,Santiago Dominican Republic,29,"72""","39""",alex-Garcia,0,56,20,32,1,"Montreal, Quebec Canada","5' 9"" ( 175 cm )",104,14-3-0,16
6,68,603,135 lb ( 61 kg ),3,"Uhrichsville, Ohio USA",25,"65""","38""",cody-garbrandt,0,100,5,13,0,"Sacramento, California USA","5' 8"" ( 172 cm )",202,11-0-0,17
None,29,3,265 lb ( 120 kg ),0,"Boston, MA., MA. USA",46,None,None,sean-Gannon,0,50,0,0,0,None,"6' 3"" ( 190 cm )",None,None,None
11,73,133,205 lb ( 93 kg ),0,Cienfuegos Cuba,48,None,None,ariel-Gandulla,0,N/A		,2,3,0,None,"5' 11"" ( 180 cm )",16,None,4
80,56,934,135 lb ( 61 kg ),11,Leninakan Armenia,35,"67""","37""",manny-Gamburyan,9,69,40,117,2,"Hollywood, CA USA","5' 5"" ( 165 cm )",204,"18-11-0, 1NC",108
3,52,124,145 lb ( 65 kg ),0,"Port Charlotte, Florida USA",28,None,None,joey-Gambino,1,43,0,6,0,"Saugerties, New York USA","5' 7"" ( 170 cm )",37,None,4
None,62,48,135 lb ( 61 kg ),0,"Manaus, Amazonas Brazil",35,None,None,marcos-Galvao,0,89,1,6,0,None,"5' 7"" ( 170 cm )",3,None,None
1,47,54,170 lb ( 77 kg ),8,"Green Brook, New Jersey USA",25,"74""","41""",mickey-Gall,6,100,3,3,0,"Green Brook, New Jersey USA","6' 2"" ( 187 cm )",6,4-0-0,24
5,33,36,135 lb ( 61 kg ),0,"Santa Clara, CA USA",39,None,None,dave-Galera,2,14,0,0,1,Baguio City Philippines,"5' 11"" ( 180 cm )",8,None,12
None,28,20,135 lb ( 61 kg ),1,Bad Hersfeld Germany,27,"62""",None,sheila-Gaff,0,20,0,0,0,Offenbach Germany,"5' 5"" ( 165 cm )",8,None,None
40,61,712,115 lb ( 52 kg ),17,"Mossoro, Rio Grande do Norte Brazil",28,"63""","32""",claudia-Gadelha,4,83,26,45,0,Rio de Janeiro Brazil,"5' 4"" ( 162 cm )",224,13-2-0,41
42,40,146,170 lb ( 77 kg ),0,Lencois-Bahia Brazil,36,None,None,ricardo-Funch,0,60,3,16,0,"Ludlow, Massachusetts USA","5' 10"" ( 177 cm )",35,None,18
,,,None,,USA,None,None,None,travis-Fulton,,,,,,None,None,,None,
,,,None,,USA,None,None,None,sam-Fulton,,,,,,None,None,,None,
,,,None,,None,None,None,None,anthony-Fuller,,,,,,None,None,,None,
17,54,243,145 lb ( 65 kg ),0,"Guadalajara, Jalisco Mexico",29,"70""",None,masio-fullen,0,69,1,3,0,"San Diego, California USA","5' 10"" ( 177 cm )",59,10-6-0,2
63,64,757,185 lb ( 84 kg ),5,Gifu Japan,36,None,None,riki-Fukuda,0,70,13,29,0,Tokyo Japan,"6' 0"" ( 182 cm )",272,None,15
,,,None,,USA,None,None,None,katsuhisa-Fuji,,,,,,None,None,,None,
8,44,108,None,3,USA,None,None,None,anthony-Fryklund,1,67,0,1,0,None,None,7,None,49
8,44,108,180 lb ( 81 kg ),3,"Boston, Mass. USA",45,None,None,tony-Frycklund,1,67,0,1,0,None,"6' 0"" ( 182 cm )",7,None,49
,,,210 lb ( 95 kg ),,"Sierra Vista, Arizona - USA USA",51,None,None,don-Frye,,,,,,None,"6' 1"" ( 185 cm )",,None,
None,42,30,135 lb ( 61 kg ),2,"Mattoon, Illinois USA",41,None,None,mike-French,2,22,0,1,2,None,"5' 9"" ( 175 cm )",3,None,None
,,,None,,None,None,None,None,jeremy-Freitag,,,,,,None,None,,None,
2,62,50,155 lb ( 70 kg ),1,Fortaleza Brazil,29,None,None,willamy-Freire,0,74,1,1,0,Fortaleza Brazil,"5' 8"" ( 172 cm )",7,None,14
19,45,109,220 lb ( 99 kg ),0,"Sunderland, England UK",50,None,None,ian-Freeman,1,80,2,5,1,None,"5' 11"" ( 180 cm )",9,None,25
151,63,1970,185 lb ( 84 kg ),21,"Cincinnati, Ohio USA",42,"76""",None,rich-Franklin,2,63,14,22,3,None,"6' 1"" ( 185 cm )",596,None,109
,,,230 lb ( 104 kg ),,"North Hollywood, California USA",None,None,None,zane-Frazier,,,,,,None,"6' 6"" ( 198 cm )",,None,
26,49,168,145 lb ( 65 kg ),4,"Corning, NY USA",34,None,None,john-Franchi,1,40,8,10,0,None,"5' 6"" ( 167 cm )",39,None,17
8,66,125,135 lb ( 61 kg ),4,"Las Vegas, NV USA",30,None,None,frank-Gomez,2,70,3,5,0,None,"5' 10"" ( 177 cm )",18,None,34
,,,None,,None,None,None,None,cruz-Gomez,,,,,,None,None,,None,
,,,None,,USA,None,None,None,allan-Goes,,,,,,None,None,,None,
,,,None,,USA,None,None,None,jason-Godsey,,,,,,None,None,,None,
None,73,11,240 lb ( 109 kg ),0,Taunton  England,33,"77""","44""",mark-godbeer,0,N/A		,0,1,0,Bridgewater England,"6' 2"" ( 187 cm )",None,11-3-0,None
6,48,156,155 lb ( 70 kg ),0,"Marshalltown, Iowa United States",27,"70""","40""",rick-glenn,0,67,0,3,0,"Milwuakee, Wisconsin United States","6' 0"" ( 182 cm )",48,18-4-1,4
,,,None,,None,None,None,None,jason-Glaza,,,,,,None,None,,None,
,,,None,,USA,None,None,None,he-Man-Gipson,,,,,,None,None,,None,
,,,None,,USA,None,None,None,bob-Gilstrap,,,,,,None,None,,None,
None,43,9,155 lb ( 70 kg ),0,"Muncie, Indiana USA",44,None,None,jason-Gilliam,0,N/A		,0,0,1,None,"6' 0"" ( 182 cm )",1,None,None
3,58,90,155 lb ( 70 kg ),8,"Rochester, New York United States",30,None,None,gregor-gillespie,0,N/A		,5,19,0,"Long Island, New York United States","5' 9"" ( 175 cm )",23,8-0-0,15
None,31,7,154 lb ( 70 kg ),0,"Chicago, IL. USA",46,None,None,joey-Gilbert,0,N/A		,0,1,0,None,"5' 5"" ( 165 cm )",2,None,None
,,,None,,None,None,None,None,nick-Gilardi,,,,,,None,None,,None,
8,46,51,185 lb ( 84 kg ),1,"Cleveland, Ohio USA",23,"69""","39""",joseph-gigliotti,1,50,2,2,0,"Cleveland, Ohio USA","5' 11"" ( 180 cm )",11,7-2-0,1
4,20,8,185 lb ( 84 kg ),0,"Toronto, Canada USA",46,None,None,lance-Gibson,0,N/A		,0,0,0,None,"5' 9"" ( 175 cm )",1,None,1
32,64,316,135 lb ( 61 kg ),3,"Blackwell, Oklahoma USA",29,"71""",None,cody-Gibson,1,58,5,13,0,"Visalia, California USA","5' 10"" ( 177 cm )",62,None,6
9,47,131,155 lb ( 70 kg ),5,"Azusa, California USA",27,"71""",None,christos-giagos,1,38,1,5,1,"Hawthorne, California USA","5' 10"" ( 177 cm )",25,None,16
None,39,33,170 lb ( 77 kg ),0,"Franklinville, New York USA",39,None,None,james-Giboo,0,N/A		,0,6,0,None,"5' 11"" ( 180 cm )",None,None,None
28,58,217,170 lb ( 77 kg ),0,"Newport Beach, CA - USA USA",39,None,None,tiki-Ghosn,0,62,1,2,0,None,"6' 0"" ( 182 cm )",63,None,10
16,46,193,170 lb ( 77 kg ),17,"Victoriaville, Quebec Canada",37,None,None,jonathan-Goulet,2,45,14,20,4,None,"6' 1"" ( 185 cm )",38,None,27
2,45,29,265 lb ( 120 kg ),0,"Red Bluff, California USA",33,None,None,chase-Gormley,1,N/A		,1,3,0,None,"6' 3"" ( 190 cm )",3,None,5
None,47,258,135 lb ( 61 kg ),2,"Des Moines, IA USA",33,"68""",None,tim-Gorman,0,33,2,21,0,"Des Moines, IA USA","5' 4"" ( 162 cm )",10,None,None
3,60,242,185 lb ( 84 kg ),2,"Montego Bay, Jamaica West Indies",33,"77""",None,eddie-gordon,0,64,5,6,1,"Uniondale, New York USA","6' 0"" ( 182 cm )",54,None,22
,,,None,,USA,None,None,None,gerard-Gordeau,,,,,,None,None,,None,
,,,None,,USA,None,None,None,gary-Goodridge,,,,,,None,None,,None,
,,,170 lb ( 77 kg ),,None,None,None,None,lyman-good,,,,,,None,"6' 0"" ( 182 cm )",,"19-3-0, 1NC",
,,,170 lb ( 77 kg ),,"Turlock, California United States",29,None,None,lewis-gonzalez,,,,,,"El Dorado Hills, California United States","5' 10"" ( 177 cm )",,None,
None,55,48,155 lb ( 70 kg ),0,"Torrance, California United States",26,"74""","43""",jason-gonzalez,1,50,0,0,0,"Rancho Cucamonga, California United States","6' 2"" ( 187 cm )",1,11-3-0,None
None,66,91,185 lb ( 84 kg ),0,"Escondido, California United States",33,None,None,fernando-Gonzalez,2,44,0,4,0,None,"5' 8"" ( 172 cm )",10,None,None
,,,None,,None,None,None,None,fernandez-Gonzalez,,,,,,None,None,,None,
,,,None,,None,None,None,None,chilo-Gonzalez,,,,,,None,None,,None,
,,,None,,None,None,None,None,anthony-Gonzales,,,,,,None,None,,None,
43,57,650,242 lb ( 109 kg ),33,Rio de Janeiro Brazil,37,"76""","42""",gabriel-Gonzaga,11,67,24,63,0,"Worcester, Massachusetts USA","6' 2"" ( 187 cm )",156,17-11-0,94
9,64,171,170 lb ( 77 kg ),4,"Niiza, Saitama Japan",42,None,None,akihiro-Gono,1,46,4,5,1,None,"5' 9"" ( 175 cm )",74,None,7
32,61,935,155 lb ( 70 kg ),3,Kanagawa Japan,38,"70""","40""",takanori-Gomi,0,64,1,4,1,Tokyo Japan,"5' 8"" ( 172 cm )",322,"35-12-0, 1NC",11
None,69,202,125 lb ( 56 kg ),0,"Los Angeles, California USA",33,None,None,ulysses-Gomez,0,N/A		,0,8,0,"Las Vegas, Nevada USA","5' 6"" ( 167 cm )",3,None,None
14,56,82,155 lb ( 70 kg ),3,"Racine, Wisconsin USA",34,None,None,sergio-Gomez,0,31,4,6,1,None,"5' 4"" ( 162 cm )",13,None,8
,,,None,,USA,None,None,None,emmanuel-Yarbrough,,,,,,None,None,,None,
20,37,155,170 lb ( 77 kg ),3,"Edmonton, Alberta Canada",32,"71""","42""",sheldon-westcott,0,14,6,16,0,"St. Albert, Alberta Canada","6' 1"" ( 185 cm )",10,10-3-1,33
None,63,11,155 lb ( 70 kg ),0,"Kaoshiung, Taiwan Taiwan",39,None,None,andy-Wang,0,N/A		,0,1,0,None,"5' 6"" ( 167 cm )",3,None,None
4,43,126,145 lb ( 65 kg ),4,"Wailuku, HI USA",32,None,None,brandon-Visher,0,N/A		,1,5,0,"Maui, HI USA","5' 6"" ( 167 cm )",33,None,20
None,38,21,185 lb ( 84 kg ),0,"Iowa City, Iowa USA",34,None,None,joe-Vedepo,0,N/A		,1,4,0,None,"6' 0"" ( 182 cm )",8,None,None
None,57,73,145 lb ( 65 kg ),0,"East Moline, Illinois USA",32,None,None,eric-Wisely,0,27,0,1,0,"Clinton, Iowa USA","5' 8"" ( 172 cm )",3,None,None
,,,None,,None,None,None,None,kengo-Ura,,,,,,None,None,,None,
39,72,719,115 lb ( 52 kg ),8,"Fall River, Massachusetts United States",27,"60""","35""",tecia-Torres,0,70,4,20,0,"Coconut Creek, Florida United States","5' 1"" ( 154 cm )",296,8-1-0,12
