BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Indoor Water Intensity (All Water Sources)(gal/ft2),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,Number of Buildings,Reported BINs
1013170009,213,EAST   43 STREET,MANHATTAN,10017,Yes,10436,0,0,,Manual,N/A,102.11,0,Other,1,1037557
1013170011,217,EAST   43 STREET,MANHATTAN,10017,Yes,10437,65.9,220.2,62.41,Manual,80,1253.75,202576,Office,1,1037558
1013170021,815,   2 AVENUE,MANHATTAN,10017,Yes,2217,19764.9,23994.6,31.58,Manual,1,218266.62,139824,Office,1,
1013170030,230,EAST   44 STREET,MANHATTAN,10017,Yes,5197,59.4,111.4,,Manual,N/A,867.27,183300,Multifamily Housing,1,1037565
1013180001,711,   3 AVENUE,MANHATTAN,10017,Yes,3875,73.8,163.5,,Manual,87,2996.72,473419,Office,1,1037568
1013180011,219,EAST   44 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013180019,245,EAST   44 STREET,MANHATTAN,10017,Yes,7612,57.8,109.5,,Manual,N/A,1012.85,206872,Multifamily Housing,1,1037573
1011970036,239,CENTRAL PARK WEST,MANHATTAN,10024,Yes,2568,52.2,87.2,19.08,ABS,N/A,1080.72,248000,Multifamily Housing,1,1031233
1009930011,1440,BROADWAY,MANHATTAN,10018,Yes,9385,83.2,234,19.21,ABS,76,5182.13,694852,Office,2,1022563
2028100037,243,ECHO PLACE,BRONX,10457,Yes,3428,72,107.3,19.24,ABS,N/A,410.21,96691,Multifamily Housing,1,2115883
1013190005,205,EAST   45 STREET,MANHATTAN,10017,Yes,7281,,,0,Manual,N/A,,153736,Hotel,1,1081175;1037585;1081173;1081174
4021497501,    64-05,YELLOWSTONE BLVD,QUEENS,11375,Yes,6733,42.2,72.7,19.28,ABS,N/A,537.3,198917,Multifamily Housing,1,4532696
1007630049,314,WEST   40 STREET,MANHATTAN,10018,Yes,5685,59.8,163.5,19.3,ABS,78,326.38,61250,Office,1,1013691
4137910021,   230-39,ROCKAWAY BOULEVARD,QUEENS,11413,Yes,11289,75.8,150.6,19.38,ABS,44,575.71,107762,Warehouse (Unrefrigerated),1,4853218
1021800605,690,FT WASHINGTON AVENUE,MANHATTAN,10040,Yes,12717,90.5,196.6,19.42,ABS,N/A,621.27,94968,Multifamily Housing,1,1064473
1013190047,733,   3 AVENUE,MANHATTAN,10017,Yes,4,96.8,235.1,,Manual,73,3056.45,362578,Office,1,1037596
1013810025,53,EAST   66 STREET,MANHATTAN,10065,Yes,10647,59.4,91.3,19.46,ABS,N/A,483.34,101231,Multifamily Housing,1,1041170
1013200034,230,EAST   47 STREET,MANHATTAN,10017,Yes,12820,121.6,235.8,,Manual,N/A,1548.91,152476,Public Assembly,1,1037605
1013200046,747,   3 AVENUE,MANHATTAN,10017,Yes,12893,80.5,268.7,,Manual,51,3021.74,400000,Office,1,1081179
1007850037,462,   7 AVENUE,MANHATTAN,10018,Yes,4460,65.7,189.3,19.52,ABS,78,1074.35,180000,Office,1,1014429
1013207502,216,EAST   47 STREET,MANHATTAN,10017,Yes,4115,44.6,146.2,,Manual,N/A,235.2,56678,Multifamily Housing,1,1037840
1013207503,204,EAST   47 STREET,MANHATTAN,10017,Yes,6947,38.3,77.4,,Manual,N/A,211.72,67609,Multifamily Housing,1,1037889
1010090050,140,WEST   57 STREET,MANHATTAN,10019,Yes,5092,30.5,99,19.52,ABS,94,250.75,87438,Office,1,1023462
1005980058,341,HUDSON STREET,MANHATTAN,10014,Yes,263,91.3,267.2,19.53,ABS,83,7144.67,908818,Office,1,1010378
1013207506,211,EAST   46 STREET,MANHATTAN,10017,Yes,4345,171,228.7,28.32,Manual,N/A,3425.13,252063,Multifamily Housing,1,1037599
1013210001,757,   3 AVENUE,MANHATTAN,10017,Yes,750,72.7,195,,Manual,94,3228.46,499919,Office,1,1037986
1004787501,354,BROOME STREET,MANHATTAN,10013,Yes,3123,64.6,132.1,19.55,ABS,N/A,331.13,72834,Multifamily Housing,1,1007129
1013210034,230,EAST   48 STREET,MANHATTAN,10017,Yes,3614,22.6,71.3,0,Manual,N/A,150.55,71992,Multifamily Housing,1,1037992
1015900030,10,GRACIE SQUARE,MANHATTAN,10028,Yes,2813,60.8,114.2,19.62,ABS,N/A,1315.16,264500,Multifamily Housing,1,1051385
1013210047,767,   3 AVENUE,MANHATTAN,10017,Yes,12894,76,253.7,,Manual,56,2110.94,296000,Office,1,1037996
1013220001,777,   3 AVENUE,MANHATTAN,10017,Yes,12895,52.9,176.8,,Manual,82,2408.99,484600,Office,1,1038000
1013227502,250,EAST   49 STREET,MANHATTAN,10017,Yes,11323,73.2,174.4,,Manual,N/A,597.46,97477,Multifamily Housing,1,1038040;1038016
1012820017,378,MADISON AVENUE,MANHATTAN,10017,Yes,3011,76.9,240.4,19.71,ABS,62,5574.86,785855,Office,1,1035403
1018900001,300,RIVERSIDE DRIVE,MANHATTAN,10025,Yes,321,57.1,80.7,19.72,ABS,N/A,951.04,204525,Multifamily Housing,1,1057175
1013230047,805,   3 AVENUE,MANHATTAN,10022,Yes,11574,75.3,212.1,,Manual,71,4261.88,627431,Office,1,1038243
3050810015,100,EAST   21 STREET,BROOKLYN,11226,Yes,791,75.1,119.5,19.73,ABS,N/A,454.18,99036,Multifamily Housing,1,3116551
1011290039,6,WEST   77 STREET,MANHATTAN,10024,Yes,2681,46,71.7,19.86,ABS,N/A,727.64,191042,Multifamily Housing,1,1028817
1008630006,1,EAST   33 STREET,MANHATTAN,10016,Yes,9756,18.1,18.3,19.87,ABS,100,183.23,127866,Office,1,1017076
3087910104,2717,EAST   28 STREET,BROOKLYN,11235,Yes,9689,56.9,99.2,19.9,ABS,N/A,1252.72,338520,Multifamily Housing,4,3321820;3321821;3321822;3321823
1013250024,963,   2 AVENUE,MANHATTAN,10022,Yes,1682,65,100.9,,Manual,N/A,1125.24,215395,Multifamily Housing,1,1038472
1013257501,226,EAST   52 STREET,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
1013257503,209,EAST   51 STREET,MANHATTAN,10022,Yes,11334,42.9,113.5,,Manual,N/A,268.52,78470,Multifamily Housing,1,1038465
1013260001,875,   3 AVENUE,MANHATTAN,10022,Yes,11113,88.5,280.8,28.79,Manual,44,5231.48,634175,Office,1,1038517
1013267501,250,EAST   53 STREET,MANHATTAN,10022,Yes,10062,58.3,155.4,28.68,Manual,N/A,1102.98,235470,Multifamily Housing,1,1087747
1013270001,885,   3 AVENUE,MANHATTAN,10022,Yes,9753,73.1,208.1,,Manual,64,4333.35,662978,Office,1,1038549
1013270037,220,EAST   54 STREET,MANHATTAN,10022,Yes,5349,64.9,112.5,,Manual,N/A,574.51,137420,Multifamily Housing,1,1038567
1013277501,211,EAST   53 STREET,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
4047810001,    26-15,PARSONS BOULEVARD,QUEENS,11354,Yes,3903,63.6,125.3,19.91,ABS,N/A,404.48,92250,Multifamily Housing,1,4108109; 4108154
1013280021,1035,   2 AVENUE,MANHATTAN,10022,Yes,3251,106.4,172.4,,Manual,N/A,2704.23,334051,Multifamily Housing,1,1038575
4047820001,    27-05,PARSONS BOULEVARD,QUEENS,11354,Yes,3903,63.6,125.3,19.91,ABS,N/A,404.48,92250,Multifamily Housing,1,4108109; 4108154
1013290001,919,   3 AVENUE,MANHATTAN,10022,Yes,3870,146.8,333.3,,Manual,50,16721.18,1319496,Office,1,1038577
1013297501,231,EAST   55 STREET,MANHATTAN,10022,Yes,10836,75.2,103.1,,Manual,N/A,789.87,131902,Multifamily Housing,1,1038578
1013300004,935,   3 AVENUE,MANHATTAN,10022,Yes,3171,20.8,64.6,,Manual,N/A,873.25,456730,Multifamily Housing,1,1038590
1013910014,974,MADISON AVENUE,MANHATTAN,10075,Yes,755,73.6,222.1,0,Manual,74,820.74,121480,Retail,1,1041796
1013300007,209,EAST   56 STREET,MANHATTAN,10022,Yes,1238,104,164.2,0,Manual,N/A,725.34,87090,Multifamily Housing,1,1038591
1013300038,220,EAST   57 STREET,MANHATTAN,10022,Yes,2710,92.8,160.9,,Manual,N/A,921.53,120000,Multifamily Housing,1,1038594
1006097502,116,WEST   14 STREET,MANHATTAN,10011,Yes,10143,68.6,142.6,19.95,ABS,N/A,284.23,51736,Multifamily Housing,1,1010640
1012900006,3,EAST   54 STREET,MANHATTAN,10022,Yes,11581,54.7,137.9,19.97,ABS,92,1321.16,297638,Office,3,1081154
1012930037,470,PARK AVENUE,MANHATTAN,10022,Yes,12656,59.5,111.8,19.97,ABS,N/A,603.42,119872,Multifamily Housing,1,1036068
1013310017,235,EAST   57 STREET,MANHATTAN,10022,Yes,3088,102.4,234.2,,Manual,N/A,441.4,50000,Multifamily Housing,1,1038598
1013310039,210,EAST   58 STREET,MANHATTAN,10022,Yes,5915,68,133.3,,Manual,N/A,693.89,124600,Multifamily Housing,1,1038613
1005750017,66,WEST   12 STREET,MANHATTAN,10011,Yes,382,96.1,189.4,19.99,ABS,N/A,977.56,125000,College/University (Campus-Level),1,1083136
1013317502,225,EAST   57 STREET,MANHATTAN,10022,Yes,1721,97.4,161.6,,Manual,N/A,2813.23,351470,Multifamily Housing,1,1076272
1013317503,207,EAST   57 STREET,MANHATTAN,10022,Yes,2441,61.1,135.1,,Manual,N/A,603.47,115170,Multifamily Housing,1,1087269
1013320001,979,   3 AVENUE,MANHATTAN,10022,Yes,11580,42.5,138.8,,Manual,92,2427.94,608768,Office,1,1038623
1013320029,240,EAST   59 STREET,MANHATTAN,10022,Yes,5106,22211.9,28469.8,0,Manual,N/A,597068.87,340423,Multifamily Housing,1,1038634
1013330018,2,TUDOR CITY PLACE,MANHATTAN,10017,Yes,5017,101.4,138.8,,Manual,N/A,2162.86,294543,Multifamily Housing,1,1038646
1006947501,525,WEST   22 STREET,MANHATTAN,10011,Yes,3938,47.4,113.3,19.99,ABS,N/A,407.44,113358,Multifamily Housing,1,1012329
4051210017,   133-24,SANFORD AVENUE,QUEENS,11355,Yes,10710,134,185.2,190.96,ABS,N/A,1308.99,130548,Multifamily Housing,1,4115368
1013340001,768,   2 AVENUE,MANHATTAN,10017,Yes,12148,93.3,221.7,,Manual,78,2423.64,191000,Office,1,1038650
1013340005,304,EAST   42 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
3074220101,2813,OCEAN AVENUE,BROOKLYN,11235,Yes,1290,113.4,156,195.39,ABS,N/A,357.49,54990,Multifamily Housing,1,3203179
1013340022,25,TUDOR CITY PLACE,MANHATTAN,10017,Yes,8436,,,,Manual,N/A,,249299,Multifamily Housing,1,1038655
1013340041,312,EAST   42 STREET,MANHATTAN,10017,Yes,5168,88.7,133.6,54.47,Manual,N/A,2163.09,296527,Multifamily Housing,1,1038656
1013350005,320,EAST   43 STREET,MANHATTAN,10017,Yes,63,70.6,177.5,2.18,Manual,76,1782.7,287400,Office,1,1357969
2041780010,3555,BRUCKNER BOULEVARD,BRONX,10461,Yes,2110,98.5,136.7,195.52,ABS,N/A,924.81,118750,Multifamily Housing,1,2046332
1013360010,315,EAST   43 STREET,MANHATTAN,10017,Yes,2786,36.9,37.8,,Manual,N/A,295.74,103108,Multifamily Housing,1,1038665
2036500001,950,EVERGREEN AVENUE,BRONX,10473,Yes,1878,128.2,181,195.91,ABS,N/A,1786.2,174672,Multifamily Housing,1,2022564
1013360030,777,   1 AVENUE,MANHATTAN,10017,Yes,485,,,2216.69,Manual,N/A,,63000,Office,1,
1013360031,338,EAST   44 STREET,MANHATTAN,10017,Yes,214,,,,Manual,N/A,,208203,Office,1,1038670
1013360040,310,EAST   44 STREET,MANHATTAN,10017,Yes,2635,106.3,160.5,,Manual,N/A,1835.29,209085,Multifamily Housing,1,1038671
1013367501,806,   2 AVENUE,MANHATTAN,10017,Yes,327,76.9,137.3,0,Manual,N/A,607.2,120905,Multifamily Housing,1,1038674
3037850001,405,WILLIAMS AVENUE,BROOKLYN,11207,Yes,3138,154.9,263,196.86,ABS,N/A,636.7,63373,Multifamily Housing,1,3084437
1013370006,307,EAST   44 STREET,MANHATTAN,10017,Yes,2638,100.9,144.4,,Manual,N/A,1602.23,193705,Multifamily Housing,1,1038755
1013370014,323,EAST   44 STREET,MANHATTAN,10017,Yes,148,84.2,204.3,22.48,Manual,70,4144.15,565000,Office,1,1038757
1013377501,304,EAST   45 STREET,MANHATTAN,10017,Yes,1422,85.9,225.7,9.66,Manual,69,2511.59,325852,Office,1,1038761
1013377502,787,   1 AVENUE,MANHATTAN,10017,Yes,147,118.2,289.2,46.28,Manual,47,6041.51,587000,Office,1,1038758
2025050050,1150,ANDERSON AVENUE,BRONX,10452,Yes,9817,104.5,129.7,196.96,ABS,N/A,817.75,97846,Multifamily Housing,1,2003069
2028310013,1326,GRAND CONCOURSE,BRONX,10456,Yes,12225,107,166.4,199.61,ABS,N/A,355.5,54850,Multifamily Housing,1,2007974
1013380035,330,EAST   46 STREET,MANHATTAN,10017,Yes,8935,112.4,169.4,0,Manual,N/A,1257.76,140000,Multifamily Housing,1,1038777
4093750174,    91-30,VAN WYCK EXPWY SR W,QUEENS,11418,Yes,9026,34,80.4,2.02,ABS,79,144.74,56529,Warehouse (Unrefrigerated),1,4196964
1013380049,300,EAST   46 STREET,MANHATTAN,10017,Yes,12094,80.9,129.8,52.82,Manual,N/A,976.62,150485,Multifamily Housing,1,1038779
1013387501,846,   2 AVENUE,MANHATTAN,10017,Yes,4359,114.8,199.5,12.43,Manual,N/A,719.81,75302,Multifamily Housing,1,1038781
1013387502,325,EAST   45 STREET,MANHATTAN,10017,Yes,2429,39.6,138.9,,Manual,N/A,378.59,101882,Multifamily Housing,1,1076276
1013387503,809,   1 AVENUE,MANHATTAN,10017,Yes,361,169.1,207.1,,Manual,68,1424.04,106484,Office,1,1038775
1013390005,305,EAST   46 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013390009,313,EAST   46 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013390010,315,EAST   46 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013390011,317,EAST   46 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1007800007,259,WEST   30 STREET,MANHATTAN,10001,Yes,8949,79.3,158.9,2.04,ABS,75,627,95478,Office,1,1014336
1013390019,345,EAST   46 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013397501,866,   2 AVENUE,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013400001,884,   2 AVENUE,MANHATTAN,10017,Yes,2857,75.6,142.4,,Manual,N/A,1968.55,313200,Multifamily Housing,1,1038905
1013400044,308,EAST   48 STREET,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013407501,845,UNITED NATIONS PLAZA,MANHATTAN,10017,Yes,857,64.6,145.7,0,Manual,N/A,4785.62,863455,Multifamily Housing,1,1038909
1013407502,305,EAST   47 STREET,MANHATTAN,10017,Yes,3460,68.9,161.3,,Manual,76,1012.31,166934,Office,1,1038906
1013410001,902,   2 AVENUE,MANHATTAN,10017,Yes,2860,86.1,137.3,,Manual,N/A,1742.61,243425,Multifamily Housing,1,1038916
1013410044,310,EAST   49 STREET,MANHATTAN,10017,Yes,1621,90.6,133.2,,Manual,N/A,434.99,60043,Multifamily Housing,1,1038930
3000367501,30,MAIN STREET,BROOKLYN,11201,Yes,3519,67.7,136.7,2.11,ABS,N/A,793.68,168727,Multifamily Housing,1,3335867
1013417502,317,EAST   48 STREET,MANHATTAN,10017,Yes,561,84.8,135.9,0,Manual,N/A,636.39,90388,Multifamily Housing,1,1039077
1013417503,100,   1 AVENUE,MANHATTAN,10009,Yes,12214,34.6,108.8,,Manual,N/A,1118.53,353010,Multifamily Housing,1,1039205;1802397;1808878
1013417505,865,   1 AVENUE,MANHATTAN,10017,Yes,1685,76.8,132.9,,Manual,N/A,528.77,82000,Multifamily Housing,1,1038920
1013420012,333,EAST   49 STREET,MANHATTAN,10017,Yes,7709,93.1,162.8,52.81,Manual,N/A,912.74,153035,Multifamily Housing,1,1083732
1013420023,349,EAST   49 STREET,MANHATTAN,10017,Yes,10030,66.3,103.9,,Manual,N/A,597.61,108720,Multifamily Housing,1,1039468
3072240037,701,GERALD COURT,BROOKLYN,11235,Yes,12452,90.3,196.2,2.12,ABS,N/A,436.96,66687,Multifamily Housing,1,3196016
1013430005,307,EAST   50 STREET,MANHATTAN,10022,Yes,5974,92.7,132.8,,Manual,N/A,507.98,71137,Multifamily Housing,1,1039600
1013430036,340,EAST   51 STREET,MANHATTAN,10022,Yes,5727,52.8,188.2,,Manual,N/A,463.25,94990,Multifamily Housing,1,1039620
1013430049,956,   2 AVENUE,MANHATTAN,10022,Yes,10659,124.5,204.4,39.61,Manual,N/A,1137.43,141948,Multifamily Housing,1,1039628
1013437501,317,EAST   50 STREET,MANHATTAN,10022,Yes,4410,64.5,83.9,34.92,Manual,N/A,355.74,100170,Multifamily Housing,1,1039641
1013440030,939,   1 AVENUE,MANHATTAN,10022,Yes,4491,86.8,134.4,0,Manual,N/A,1037.22,146161,Multifamily Housing,1,1039661
1013500014,333,EAST   57 STREET,MANHATTAN,10022,Yes,12852,17.3,62.8,,Manual,N/A,170.17,105000,Multifamily Housing,1,1040001
1005460031,4,WASHINGTON PLACE,MANHATTAN,10003,Yes,8028,21.7,72.6,2.16,ABS,N/A,527.79,258686,College/University (Campus-Level),1,1008816;1008817;1008818
1013440041,320,EAST   52 STREET,MANHATTAN,10022,Yes,2858,125.8,185.6,,Manual,N/A,944.25,91832,Multifamily Housing,1,1039666
1013447501,335,EAST   51 STREET,MANHATTAN,10022,Yes,3082,81,133.1,,Manual,N/A,322.38,50108,Multifamily Housing,1,1039682
1004670001,67,   3 AVENUE,MANHATTAN,10003,Yes,8039,90.9,220.9,2.18,ABS,N/A,2609.15,333256,Residence Hall/Dormitory,1,1006826
1013450017,345,EAST   52 STREET,MANHATTAN,10022,Yes,12300,48599.6,67659.8,0,Manual,N/A,356854.86,93000,Multifamily Housing,1,1039794
1013450026,953,   1 AVENUE,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
1013450027,957,   1 AVENUE,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
1013450028,959,   1 AVENUE,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
1013450029,961,   1 AVENUE,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
4026560115,    59-21,  58 ROAD,QUEENS,11378,Yes,7171,49.2,134.2,2.19,ABS,39,393.56,95963,Warehouse (Unrefrigerated),1,4059714
1013457501,310,EAST   53 STREET,MANHATTAN,10022,Yes,4067,112,250.9,,Manual,N/A,1416.08,173309,Multifamily Housing,1,1087513
1013460014,333,EAST   53 STREET,MANHATTAN,10022,Yes,2790,73.9,107.6,35.59,Manual,N/A,826.65,140606,Multifamily Housing,1,1039834
1013460049,300,EAST   54 STREET,MANHATTAN,10022,Yes,6511,88.9,146.4,,Manual,N/A,2334.88,315680,Multifamily Housing,1,1039846
3025780001,236,GREENPOINT AVENUE,BROOKLYN,11222,Yes,10829,19.3,38.4,2.25,ABS,94,661.65,503000,Warehouse (Unrefrigerated),7,3330206;3330207;3330210;3837716;3840949
1013470009,321,EAST   54 STREET,MANHATTAN,10022,Yes,3931,61.1,94.5,,Manual,N/A,314.34,65908,Multifamily Housing,1,1039944
1013470030,989,   1 AVENUE,MANHATTAN,10022,Yes,2648,85.5,140.5,0,Manual,N/A,1238.58,174421,Multifamily Housing,1,1039951
3045430018,714,MONTAUK AVENUE,BROOKLYN,11208,Yes,11336,18.7,37.6,2.25,ABS,95,91.71,71500,Warehouse (Unrefrigerated),1,3099007
1013477501,300,EAST   55 STREET,MANHATTAN,10022,Yes,4646,94.4,200,,Manual,N/A,1288.39,188598,Multifamily Housing,1,1039961
1013480016,333,EAST   55 STREET,MANHATTAN,10022,Yes,2307,98.8,143.9,0,Manual,N/A,814.87,101131,Multifamily Housing,1,1039970
1013480023,1005,   1 AVENUE,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
1010980036,711,  11 AVENUE,MANHATTAN,10019,Yes,9692,29.6,67.8,2.32,ABS,N/A,249.89,115500,Automobile Dealership,1,1027135
1019890050,600,WEST  120 STREET,MANHATTAN,10027,Yes,5330,74.1,190.3,2.34,ABS,N/A,1319.69,221000,Education,1,1059816;1082348
1013490014,333,EAST   56 STREET,MANHATTAN,10022,Yes,2788,171.3,266.7,,Manual,N/A,1945.3,169500,Multifamily Housing,1,1039984
1013490032,350,EAST   57 STREET,MANHATTAN,10022,Yes,3840,51.3,100.2,0,Manual,N/A,342.85,80547,Multifamily Housing,1,1039987
1013490035,340,EAST   57 STREET,MANHATTAN,10022,Yes,5675,47748.3,66160.1,,Manual,N/A,302724.14,80300,Multifamily Housing,1,"BIN#  1039988  
Entered Steam Usage in MLB as indicated on bills"
1013490041,322,EAST   57 STREET,MANHATTAN,10022,Yes,4573,77.5,151.6,55.98,Manual,N/A,626.63,97529,Multifamily Housing,1,1039990
1008200038,130,   5 AVENUE,MANHATTAN,10011,Yes,5179,10.4,19.9,2.35,ABS,100,208.07,234767,Office,1,1015451
3029770046,165,RANDOLPH STREET,BROOKLYN,11237,Yes,9119,45.2,72.9,2.37,ABS,61,224.36,81362,Warehouse (Unrefrigerated),1,3070575
1011950048,32,WEST   82 STREET,MANHATTAN,10024,Yes,306,62.1,92.5,2.43,ABS,N/A,307.63,61244,Multifamily Housing,1,1031144
1013497503,360,EAST   57 STREET,MANHATTAN,10022,Yes,11088,18.3,54.5,,Manual,N/A,133.11,82291,Multifamily Housing,1,1087734
1013500001,1084,   2 AVENUE,MANHATTAN,10022,Yes,9926,85.2,163.6,,Manual,N/A,4251.75,680000,Multifamily Housing,1,1039997
3075660020,1355,OCEAN AVENUE,BROOKLYN,11230,Yes,10098,46,65.2,2.45,ABS,N/A,283.12,75564,Multifamily Housing,1,3206226
1013500020,345,EAST   57 STREET,MANHATTAN,10022,Yes,574,60.1,91.9,0,Manual,N/A,469.34,94933,Multifamily Housing,1,1040003
1013500040,320,EAST   58 STREET,MANHATTAN,10022,No Record as of 08/1/13,,,,,,,,,,1,
1013507501,351,EAST   57 STREET,MANHATTAN,10022,Yes,11708,64256.6,89458.2,,Manual,N/A,507936.86,100118,Multifamily Housing,1,1040014
1013510001,1110,   2 AVENUE,MANHATTAN,10022,Yes,4703,11.1,33.5,0,Manual,N/A,314.23,315078,Multifamily Housing,1,1040031
1013510017,339,EAST   58 STREET,MANHATTAN,10022,Yes,1973,63.2,92,20.82,Manual,N/A,399.24,77102,Multifamily Housing,1,1040043
1013600001,866,UNITED NATIONS PLAZA,MANHATTAN,10017,Yes,138,101.3,213.7,74.48,Manual,77,3261.21,376326,Office,1,1040072
1013609001,404,EAST   49 STREET,MANHATTAN,10017,Yes,2316,114.6,190.6,,Manual,N/A,3511.85,373510,Multifamily Housing,1,1040072
1013609002,870,UNITED NATIONS PLAZA,MANHATTAN,10017,Yes,2329,112.7,189.5,,Manual,N/A,3458.37,373510,Multifamily Housing,1,1040072
1013610001,1,MITCHELL PLACE,MANHATTAN,10017,No Record as of 08/1/13,,,,,,,,,,1,
1013610007,10,MITCHELL PLACE,MANHATTAN,10017,Yes,5028,126.2,185.1,32.79,Manual,N/A,582.87,78964,Multifamily Housing,1,1040077
1013610012,2,MITCHELL PLACE,MANHATTAN,10017,Yes,1020,3341.3,4609.4,,Manual,N/A,32845.51,125000,Multifamily Housing,1,1040078
1014490038,310,EAST   75 STREET,MANHATTAN,10021,Yes,7325,54.8,82.6,2.5,ABS,N/A,377.85,89096,Multifamily Housing,1,1044934
1013610039,12,BEEKMAN PLACE,MANHATTAN,10022,Yes,2525,57.4,109.3,0,Manual,N/A,440.9,92850,Multifamily Housing,1,1040084
4001150249,    47-20,DUTCH KILLS STREET,QUEENS,11101,Yes,8626,18.5,32.1,2.5,ABS,97,136.31,116445,Warehouse (Unrefrigerated),1,4802217
4002940173,    30-02,REVIEW AVENUE,QUEENS,11101,Yes,10608,5.4,16.6,2.6,ABS,100,73.49,154100,Warehouse (Unrefrigerated),1,4003565
1013090050,136,EAST   55 STREET,MANHATTAN,10022,Yes,3561,72.6,118.1,2.65,ABS,N/A,1383.36,230404,Multifamily Housing,1,1036487
1013627502,400,EAST   51 STREET,MANHATTAN,10022,Yes,2233,33.5,82,,Manual,N/A,1033.71,401500,Multifamily Housing,1,1040115;1040116;1040117
1013630008,425,EAST   51 STREET,MANHATTAN,10022,Yes,280,54.6,83.6,0,Manual,N/A,347.91,81862,Multifamily Housing,1,1040136
1013630012,433,EAST   51 STREET,MANHATTAN,10022,Yes,4153,79.8,142,,Manual,N/A,486.02,93993,Multifamily Housing,1,1040138;1040139;1040137
1012950023,355,LEXINGTON AVENUE,MANHATTAN,10017,Yes,85,55.1,159.6,2.74,ABS,89,1285.29,256272,Office,1,1036147
1013630026,450,EAST   52 STREET,MANHATTAN,10022,Yes,2682,67.8,105.4,,Manual,N/A,369.33,67096,Multifamily Housing,1,1040140
3048130011,646,RUTLAND ROAD,BROOKLYN,11203,Yes,9565,30,78.9,2.75,ABS,N/A,141.57,57712,Multifamily Housing,1,3107233
1013630031,434,EAST   52 STREET,MANHATTAN,10022,Yes,4154,86.2,154,,Manual,N/A,482.47,86144,Multifamily Housing,1,1040142
3051090025,2207,ALBEMARLE ROAD,BROOKLYN,11226,Yes,10453,20.7,41.3,2.77,ABS,97,104.98,74340,Warehouse (Unrefrigerated),1,3117371
1013630040,414,EAST   52 STREET,MANHATTAN,10022,Yes,4151,74,131.5,,Manual,N/A,492.29,102456,Multifamily Housing,1,1040144
1013630043,410,EAST   52 STREET,MANHATTAN,10022,Yes,4150,42.4,75.4,,Manual,N/A,489.69,178213,Multifamily Housing,1,1040145
1013640005,415,EAST   52 STREET,MANHATTAN,10022,Yes,10012,79.3,128.7,,Manual,N/A,2282.99,464000,Multifamily Housing,1,1078256;1078257;1078258
1013640022,435,EAST   52 STREET,MANHATTAN,10022,Yes,1551,76.4,152,,Manual,N/A,2873.44,453998,Multifamily Housing,1,1040155
1000527502,114,LIBERTY STREET,MANHATTAN,10006,Yes,4021,87.4,189.4,2.78,ABS,N/A,413.29,64718,Multifamily Housing,1,1001041
1013650009,415,EAST   53 STREET,MANHATTAN,10022,Yes,10644,77,134.2,,Manual,N/A,2768.8,430983,Multifamily Housing,1,3126958
1013650020,60,SUTTON PLACE SOUTH,MANHATTAN,10022,Yes,4485,101.3,152.2,,Manual,N/A,3760.19,455000,Multifamily Housing,1,1040160
2058030600,4381,POST ROAD,BRONX,10471,Yes,6817,55.9,129.2,2.9,ABS,69,698.33,167809,Residence Hall/Dormitory,1,20903040
1013657502,400,EAST   54 STREET,MANHATTAN,10022,Yes,4579,87.5,160.6,33.3,Manual,N/A,1754.98,243945,Multifamily Housing,1,1076281;1040158
1013160012,219,EAST   42 STREET,MANHATTAN,10017,Yes,9677,102.1,209.8,20,ABS,70,2761.85,318947,Office,1,1037551
1013660016,425,EAST   54 STREET,MANHATTAN,10022,Yes,4655,86.7,122.7,,Manual,N/A,1509.38,217285,Multifamily Housing,1,1078270
1005957501,490,GREENWICH STREET,MANHATTAN,10013,Yes,8054,29.8,42.1,20.01,ABS,100,100.84,59445,Office,1,1076084
1013660039,412,EAST   55 STREET,MANHATTAN,10022,Yes,7712,89.4,129.9,49.25,Manual,N/A,622.1,85610,Multifamily Housing,1,1040354
