Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identificaiton Numbers (BINs),Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
9754,4001200012,,4001200012,4000822,48-18,NORTHERN BOULEVARD,Queens,11101,Filed,139.19999999999999,138.4,348.4,347.8,31.5,No,Manual,Not Available,2207.6,490.5,1717.1,218059,241993,Other - Mall,1
9755,4001200050,,4001200050,4000825,50-02,NORTHERN BOULEVARD,Queens,11101,Filed,95.9,95.7,232,232,Not Available,Yes,None,47,934.3,238.8,695.5,136026,155039,Retail Store,1
9756,4001250028,,4001250028,4000857,46-01,39 AVENUE,Queens,11104,Filed,70.2,69.6,100.9,100.1,Not Available,No,None,Not Available,701.3,519.4,181.9,171325,155750,Multifamily Housing,1
9760,4001290070,,4001290070,4000949,39-89,SKILLMAN AVENUE,Queens,11104,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,63571,54490,Multifamily Housing,1
9761,4001310004,,4-00131-0004,4000969,50-05,43 AVENUE,Queens,11377,Filed,85.4,85.4,111.9,111.9,Not Available,No,None,Not Available,483.8,410.7,73.099999999999994,75075,64350,Multifamily Housing,1
9764,4001370004,,4001370004,4001247,41-41,46 STREET,Queens,11104,Filed,,Not Available,,Not Available,Not Available,No,Manual,Not Available,699.6,594.5,105.1,Not Available,77730,Multifamily Housing,1
9765,4001370013,,4-00137-0013,4001248,41-29,46 STREET,Queens,11104,Filed,72.400000000000006,72.2,111.5,111,Not Available,No,None,Not Available,424.7,310.8,113.9,78000,72700,Multifamily Housing,1
9766,4001370020,,4-00137-0020,4001249,41-15,46 STREET,Queens,11104,Filed,86.3,86.3,121.5,121.6,72.9,Yes,ABS,Not Available,518.6,414.2,104.4,80000,73197,Multifamily Housing,1
9767,4001390011,,4001390011,4001294,43-17,48 STREET,Queens,11104,Filed,218,217.2,294.8,294,Not Available,No,Manual,Not Available,913.2,725.4,187.8,73278,73278,Multifamily Housing,1
9768,4001390035,,4001390035,4001303,43-34,49 STREET,Queens,11104,Filed,106.7,Not Available,148.4,Not Available,Not Available,No,Manual,Not Available,326.3,251.3,75,53000,53000,Multifamily Housing,1
9770,4001400040,,4001400040,4001314,43-30,48 STREET,Queens,11104,Filed,111.9,Not Available,145.1,Not Available,Not Available,Yes,ABS,Not Available,669.9,572.6,97.3,79896,79896,Multifamily Housing,1
9773,4001410024,,4001410024,4001318,43-01,46 STREET,Queens,11104,Filed,104.4,100.6,133.80000000000001,130,Not Available,No,None,Not Available,466.2,402.7,63.5,58650,58650,Multifamily Housing,1
9775,4001430010,,4001430010,4001352;4518761;4541446;4541575,45-10,48 STREET,Queens,11377,Filed,74.400000000000006,Not Available,232.7,Not Available,Not Available,No,Manual,78,784.1,3.2,780.9,129790,124564,Retail Store,2
9893,4003420018,,4003420018,400142,29-02,29 STREET,Queens,11106,Filed,16.399999999999999,16.4,51.4,51.5,Not Available,No,None,Not Available,94.4,0,94.4,70800,70000,Multifamily Housing,1
9781,4001570013,,4001570013,4001751,41-15,44 STREET,Queens,11104,Filed,35.4,35.2,111.2,110.7,Not Available,No,None,Not Available,208.4,0,208.4,72323,65748,Multifamily Housing,1
9782,4001570040,,4001570040,4001757,44-15,43 AVENUE,Queens,11104,Filed,,Not Available,,Not Available,54.07,Yes,ABS,Not Available,,,71.099999999999994,65687,68700,Multifamily Housing,1
9783,4001580001,,4001580001,4001759,    41-41,  43 STREET         ,Queens,11104,Filed,88.9,88.9,96.6,96.6,Not Available,N/A,None,Not Available,455.2,438.2,17,70000,70590,Multifamily Housing,1
9785,4001580038,,4001580038,4001771,41-44,44 STREET,Queens,11104,Filed,77.7,77.5,180.9,180.1,Not Available,No,None,Not Available,483.3,175.8,307.5,78639,71490,Multifamily Housing,1
9784,4001580038,,4-00158-0038,4001771,41-44,44 STREET,Queens,11104,Filed,75.2,75,95,95,Not Available,No,None,Not Available,410.2,354,56.2,83405,71490,Multifamily Housing,1
9786,4001590001,,4001590001,4001773,42-15,43 AVENUE,Queens,11104,Filed,14.4,14.4,45.2,45.2,Not Available,No,None,Not Available,191.9,0,191.9,163845,148950,Multifamily Housing,1
9787,4001590021,,4-00159-0021,4001777,41-08,43 STREET,Queens,11104,Filed,73.7,72.2,107.6,105.7,Not Available,No,None,Not Available,259.2,188.7,70.5,60000,58926,Multifamily Housing,1
9788,4001597501,,4001597501,4001783,41-21,42 STREET,Queens,11104,Filed,32,31.9,100.5,100,Not Available,No,None,Not Available,157.5,0,157.5,60485,54986,Multifamily Housing,1
9789,4001597502,,4001597502,4001835,41-07,42 STREET,Queens,11104,Filed,88.3,87.1,117.6,116.5,48.83,Yes,ABS,Not Available,436.3,365.9,70.400000000000006,64819,58926,Multifamily Housing,1
9790,4001600029,,4-00160-0029,4001899,43-06,46 STREET,Queens,11104,Filed,105.1,104.7,131.9,131.5,Not Available,No,None,Not Available,420.1,368,52.1,53500,53500,Multifamily Housing,1
9791,4001607501,,4-00160-7501,4001901,43-30,46 STREET,Queens,11104,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,84000,86040,Multifamily Housing,1
9795,4001610033,,4001610033,4001915,43-22,45 STREET,Queens,11104,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,270.7,,61950,53100,Multifamily Housing,1
9796,4001617501,,4001617501,4001919;4435590,43-42,45 STREET,Queens,11104,Filed,36.700000000000003,36.7,115.2,115.2,Not Available,No,None,Not Available,267.7,0,267.7,89727,81570,Multifamily Housing,1
9797,4001620011,,4001620011,4001927,43-25,43 STREET,Queens,11104,Filed,95.2,Not Available,122.2,Not Available,Not Available,Yes,ABS,Not Available,470.8,405.9,64.900000000000006,65820,65820,Multifamily Housing,1
9798,4001620034,,4001620034,4001934,43-30,44 STREET,Queens,11104,Filed,106.9,Not Available,132.69999999999999,Not Available,60.55,Yes,ABS,Not Available,523.29999999999995,462.2,61.1,65280,65280,Multifamily Housing,1
9799,4001630014,,4-00163-0014,4001948,43-23,42 STREET,Queens,11104,Filed,96.2,95.5,124.1,123.2,51.25,Yes,ABS,Not Available,392.2,329.2,63,68495,61320,Multifamily Housing,1
9800,4001630019,,4-00163-0019,4001949,43-07,42 STREET,Queens,11104,Filed,88.4,Not Available,112.3,Not Available,Not Available,No,None,Not Available,568.20000000000005,493.6,74.599999999999994,85330,67470,Multifamily Housing,1
9801,4001630031,,4-00163-0031,4001951,43-24,43 STREET,Queens,11104,Filed,88,88,115.1,115.1,56.06,Yes,ABS,Not Available,420.5,354.7,65.8,68495,61320,Multifamily Housing,1
9918,4004350001,,4004350001,4005157,24-01,44 ROAD,Queens,11101,Filed,91.2,91.1,231.7,231.6,15.17,No,Manual,Not Available,1839.2,382.6,1456.6,275252,274433,Office,1
9802,4001660006,,4-00166-0006,4001966,45-35,44 STREET,Queens,11104,Filed,114.9,114.4,153.4,152.9,Not Available,No,None,Not Available,565.79999999999995,458.7,107.1,82628,79450,Multifamily Housing,1
10342,4015810014,,4015810014,400200,86-22,DONGAN AVENUE,Queens,11373,Filed,,Not Available,,Not Available,Not Available,Yes,None,Not Available,0,0,0,64509,64509,Multifamily Housing,1
9803,4001690001,,4001690001,4002006,42-09,47 AVENUE,Queens,11104,Filed,101.6,101.2,140,139.6,Not Available,No,Manual,Not Available,472.8,367.8,105,80880,80880,Multifamily Housing,1
14533,4052630026,,,,35-30,153 STREET,Queens,11354,No Submission Matched to BBL,,,,,,No,None,,,,,#N/A,57457,,1
9804,4001700001,,4001700001,4002027;4002057,47-37,45 STREET,Queens,11377,Filed,74.400000000000006,74,106.7,106,Not Available,No,None,Not Available,357.9,266.10000000000002,91.8,82526,75024,Multifamily Housing,1
9805,4001750001,,4001750001,4002131,42-05,48 AVENUE,Queens,11377,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,64.5,59274,53400,Multifamily Housing,1
9809,4001830051,,4-00183-0051,4002366,42-02,NORTHERN BOULEVARD,Queens,11101,Filed,162.4,Not Available,510,Not Available,Not Available,No,None,89,998.5,0,998.5,75557,74637,Supermarket/Grocery Store,1
9810,4001830146,,4001830146,4002368,42-52,NORTHERN BOULEVARD,Queens,11101,Filed,58.4,57.5,109.1,108,9.12,Yes,None,64,206.7,103.9,102.8,55176,55176,Retail Store,1
9811,4001830250,,4-00183-0250,4002373,39-34,43 STREET,Queens,11104,Filed,63.2,62.7,90.5,90,1.46,Yes,None,Not Available,368.2,274.2,94,100000,98000,Non-Refrigerated Warehouse,1
9812,4001830299,,4-00183-0299,4002376,39-15,SKILLMAN AVENUE,Queens,11104,Filed,55,54.6,93.7,93.3,5.42,Yes,ABS,Not Available,630,371.3,258.7,184903,168400,Other,1
9814,4001840001,,4001840001,4002378,41-41,41 STREET,Queens,11104,Filed,74.7,74.4,104.3,104,Not Available,No,None,Not Available,354.5,271.7,82.8,82130,74664,Multifamily Housing,1
9815,4001840023,,4-00184-0023,4002382,41-08,42 STREET,Queens,11104,Filed,71.900000000000006,71.5,99.1,98.5,587.17,Yes,ABS,Not Available,320.10000000000002,250.4,69.7,75255,64505,Multifamily Housing,1
9874,4002770001,,4002770001,4003533,30-30,THOMSON AVENUE,Queens,11101,Filed,87.7,87.3,255.7,254.6,Not Available,No,None,58,4350.2,317,4033.2,633226,625000,Office,1
9816,4001840029,,4-00184-0029,4002383 ,41-22,42 STREET,Queens,11104,Filed,94.4,Not Available,118,Not Available,36.98,No,Manual,Not Available,441.6,388.3,53.3,61770,61770,Multifamily Housing,1
9817,4001840037,,4001840037,4002386,41-42,42 STREET,Queens,11104,Filed,73.099999999999994,72.8,100.8,100.5,Not Available,No,None,Not Available,345.4,268.39999999999998,77,82130,74664,Multifamily Housing,1
9820,4001860001,,4-00186-0001,4002390,41-43,39 PLACE,Queens,11104,Filed,108.6,108.2,137.69999999999999,137.1,48.86,Yes,ABS,Not Available,755.9,654.4,101.5,97961,84000,Multifamily Housing,1
9821,4001880021,,4001880021,4002458,41-00,43 AVENUE,Queens,11104,Filed,83.3,82.8,113.8,113.1,Not Available,No,None,Not Available,463.5,363.8,99.7,97020,88200,Multifamily Housing,1
9822,4001890019,,4001890019,4002480,43-09,40 STREET,Queens,11104,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,74.5,66714,66714,Multifamily Housing,1
9823,4001900020,,4-00190-0020,4002498,43-07,39 PLACE,Queens,11104,Filed,69.900000000000006,69.4,98.2,97.5,Not Available,No,None,Not Available,285,216.9,68.099999999999994,70475,64549,Multifamily Housing,1
9825,4001930047,,4-00193-0047,4002584,45-42,41 STREET,Queens,11104,Filed,108.8,108.3,137.6,137.1,Not Available,No,None,Not Available,422.3,359.3,63,69348,69348,Multifamily Housing,1
9826,4001940007,,4-00194-0007,4002593,45-41,39 PLACE,Queens,11104,Filed,108.1,106.2,134.4,132.2,Not Available,No,None,Not Available,586.20000000000005,517.20000000000005,69,72000,72000,Multifamily Housing,1
9827,4001940023,,4001940023,4002596,45-08,40 STREET,Queens,11104,Filed,,Not Available,,Not Available,Not Available,Yes,None,Not Available,,,,121714,121714,Multifamily Housing,1
9828,4001950044,,4-00195-0044,4002633,45-36,39 PLACE,Queens,11104,Filed,117.5,117,147.1,146.6,39.39,Yes,ABS,Not Available,448.6,393.6,55,51108,51108,Multifamily Housing,1
9829,4001960012,,4001960012,4002639,47-21,41 STREET,Queens,11104,Filed,86.4,86,112.9,112.5,Not Available,Yes,None,Not Available,316.5,260.60000000000002,55.9,64758,64758,Multifamily Housing,1
9830,4001960022,,4001960022,4002640,47-07,41 STREET,Queens,11104,Filed,,Not Available,,Not Available,Not Available,No,Manual,Not Available,,,61.8,63492,63492,Multifamily Housing,1
9831,4001960032,,4-00196-0032,4002642,47-20,42 STREET,Queens,11104,Filed,95,Not Available,119.1,Not Available,61.9,Yes,ABS,Not Available,460.2,403.1,57.1,64890,64890,Multifamily Housing,1
9832,4001980001,,4-00198-0001,4002645,47-50,41 STREET,Queens,11104,Filed,94.4,93.8,125,124.5,Not Available,No,None,Not Available,507.4,427.5,79.900000000000006,70540,70540,Multifamily Housing,1
9834,4001990033,,4001990033,4002693,47-20,40 STREET,Queens,11104,Filed,80.2,80.2,108.8,108.8,Not Available,No,None,Not Available,297.5,243.1,54.4,52499,52509,Multifamily Housing,1
9835,4002010001,,4-00201-0001,4002801,41-15,50 AVENUE,Queens,11104,Filed,101.6,100.9,131.4,130.4,14.36,Yes,ABS,Not Available,709.9,608.29999999999995,101.6,93000,93000,Multifamily Housing,1
9836,4002050024,,4-00205-0024,4002908,48-30,40 STREET,Queens,11104,Filed,67.5,67.2,96.4,96.2,36.93,Yes,ABS,Not Available,290,216.5,73.5,73863,61484,Multifamily Housing,1
9837,4002070001,,4-00207-0001,4002926,39-20,GREENPOINT AVENUE,Queens,11104,Filed,110.5,110.1,147.6,147.2,Not Available,No,None,Not Available,720.4,579.6,140.80000000000001,114468,114486,Multifamily Housing,1
9838,4002140016,,4-00214-0016,4003101,36-02,NORTHERN BOULEVARD,Queens,11101,Filed,5.3,5.3,16.7,16.6,2.08,No,Manual,Not Available,41.5,0,41.5,96000,96000,Self-Storage Facility,1
9839,4002140021,,4-00214-0021,4003102,36-20,NORTHERN BOULEVARD,Queens,11101,Filed,65.5,65,80.599999999999994,79.9,6.21,No,Manual,Not Available,245.3,214.1,31.2,67500,67500,Self-Storage Facility,1
9840,4002140040,,4-00214-0040,4003103,37-02,NORTHERN BOULEVARD,Queens,11101,Filed,78.3,Not Available,186.7,Not Available,Not Available,No,None,76,1865.8,628,1237.8,301000,318000,Office,1
9842,4002140210,,4002140210,4003105,33-00,NORTHERN BOULEVARD,Queens,11101,Filed,46,45.5,139.5,138,Not Available,No,None,90,1604.7,53.4,1551.3,436814,436814,Office,1
9843,4002150001,,4002150001,4003110,38-01,43 AVENUE,Queens,11101,Filed,105.4,104.8,175.5,174.8,Not Available,No,None,Not Available,465.8,284.10000000000002,181.7,72000,72000,Multifamily Housing,1
9846,4002300001,,4-00230-0001,4003273,47-36,36 STREET,Queens,11101,Filed,55.7,54.3,84.4,83,Not Available,No,None,Not Available,460.1,319.39999999999998,140.69999999999999,139143,103500,Other,1
10417,4020920001,,4-02092-0001,4050482,97-77,QUEENS BOULEVARD,Queens,11374,Filed,67.099999999999994,66.9,155,154.4,13.01,Yes,ABS,87,1430.7,439.5,991.2,300935,307297,Office,1
9847,4002320018,,4-00232-0018,4003336,48-50,38 STREET,Queens,11101,Filed,,Not Available,,Not Available,Not Available,Yes,None,Not Available,,,88.2,82301,68281,Multifamily Housing,1
9848,4002360066,,4-00236-0066,4003390,48-50,37 STREET,Queens,11101,Filed,97.4,96.9,139.6,139.2,45.82,Yes,ABS,Not Available,674,504.7,169.3,115404,97528,Multifamily Housing,1
9849,4002370001,,4-00237-0001,4003397,48-49,35 STREET,Queens,11101,Filed,50.6,49.3,98.6,96.9,Not Available,Yes,None,44,1006.1,542.9,463.2,255337,256000,Non-Refrigerated Warehouse,1
9850,4002390049,,4002390049,4003410;4829687,29-76,NORTHERN BOULEVARD,Queens,11101,Filed,109.7,108.6,297.2,294.2,Not Available,No,None,38,1539.7,223.1,1316.6,185800,225805,Office,1
9851,4002390111,,4-00239-0111,4003416,32-04,NORTHERN BOULEVARD,Queens,11101,Filed,22.7,22.3,52.3,51.9,2.93,No,Manual,49,114.6,34.6,80,72119,75204,Distribution Center,1
9852,4002410001,,4-00241-0001,4003418,33-02,SKILLMAN AVENUE,Queens,11101,Filed,67.3,65.5,110.2,108.5,Not Available,No,None,Not Available,508.2,348.3,159.9,99000,99000,Other,1
9853,4002420009,,4-00242-0009,4003419,34-09,QUEENS BOULEVARD,Queens,11101,Filed,30.8,30.2,60.2,59.6,Not Available,No,None,Not Available,336,154.5,181.5,167137,149121,Other,1
9854,4002430035,,4002430035,4003424,43-20,34 STREET,Queens,11101,Filed,79.2,78.6,114.5,113.9,Not Available,No,None,Not Available,300.2,220.9,79.3,64898,51918,Manufacturing/Industrial Plant,1
9855,4002450009,,4-00245-0009,4003434,32-07,QUEENS BOULEVARD,Queens,11101,Filed,80.599999999999994,78.9,170,168.3,13.19,Yes,ABS,80,1903.2,884.6,1018.6,301000,301000,Office,1
9856,4002460001,,4-00246-0001,4003435,3411,47 AVENUE,Queens,11101,Filed,109,Not Available,250.9,Not Available,Not Available,No,None,53,1635.2,613.4,1021.8,190000,108000,Office,1
9857,4002470018,,4002470018,4003436,45-11,33 STREET,Queens,11101,Filed,53.5,Not Available,68.099999999999994,Not Available,Not Available,Yes,None,72,180.1,152.4,27.7,60000,70000,Non-Refrigerated Warehouse,1
15952,4002470030,,4002470030,4003437,,,Queens,,Not on Covered Buildings List,69.599999999999994,68.7,162,161.2,27.8,N/A,None,89,249.3,73.099999999999994,176.2,50890,,Office,
9860,4002497501,,4002497501,4003444,32-02,QUEENS BOULEVARD,Queens,11101,Filed,108.5,107.2,221.4,220.2,Not Available,No,None,Not Available,1839,781.8,1057.2,252380,300000,Other,1
9861,4002500001,,4-00250-0001,4003445,     4725,  34 STREET         ,Queens,11101,Filed,58.7,58.2,108.3,107.7,Not Available,N/A,None,Not Available,1207.9000000000001,623.20000000000005,584.70000000000005,322290,322390,Manufacturing/Industrial Plant,1
9862,4002520001,,4002520001,4003446,32-35,48 AVENUE,Queens,11101,Filed,102.6,102.6,111.8,111.8,Not Available,No,None,97,1675.7,1608,67.7,216300,206000,Office,1
9865,4002530017,,4002530017,4003449,47-14,32 PLACE,Queens,11101,Filed,36.9,Not Available,89.2,Not Available,Not Available,No,None,Not Available,125.5,32.4,93.1,47500,71276,Other,1
9866,4002550001,,4002550001,4003453,33-01,HUNTERS POINT AVENUE,Queens,11101,Filed,102.8,102.4,180.8,180.5,Not Available,Yes,ABS,Not Available,460.4,288.5,171.9,58400,58400,Manufacturing/Industrial Plant,1
9867,4002550016,,4-00255-0016,4003455,48-40,34 STREET,Queens,11101,Filed,14.7,14.7,46.1,46.1,Not Available,No,None,Not Available,89.5,0,89.5,75000,75000,Other,1
9868,4002550023,,4002550023,4003456,33-02,48 AVENUE,Queens,11101,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,404.5,,141000,120720,Non-Refrigerated Warehouse,1
9869,4002560021,,4002560021,4003458,34-24,HUNTERS POINT AVENUE,Queens,11101,Filed,95.3,94.8,156.1,155.6,Not Available,No,None,8,375.9,234.9,141,64623,65500,Non-Refrigerated Warehouse,1
9870,4002650001,,4002650001,4003482,43-43,QUEENS STREET,Queens,11101,Filed,45.1,Not Available,76.099999999999994,Not Available,45.71,Yes,None,67,434,259.5,174.5,155961,140348,Distribution Center,1
9871,4002650006,,4002650006,4003483,43-15,QUEENS STREET,Queens,11101,Filed,60.2,Not Available,93.3,Not Available,Not Available,No,None,74,189.2,127.7,61.5,52500,52500,Distribution Center,1
15953,4002740001,,4002740001,4003517,,,Queens,,Not on Covered Buildings List,87.2,86.4,237,235.9,Not Available,N/A,None,Not Available,4019.4,569.79999999999995,3449.6,609247,,K-12 School,
15955,4002820001,,4-00282-0001,4003540,,,Queens,,Not on Covered Buildings List,24.6,24.6,77.099999999999994,77.2,Not Available,N/A,None,Not Available,1805.2,3.9,1801.3,902707,,Mixed Use Property,
9878,4002850001,,4-00285-0001,4003544,31-10,48 AVENUE,Queens,11101,Filed,14.8,14.8,22.1,22.1,Not Available,Yes,ABS,94,76,57.5,18.5,68150,68150,Distribution Center,1
9879,4002860001,,4-00286-0001,4003545,30-40,48 AVENUE,Queens,11101,Filed,38.700000000000003,37.7,66.400000000000006,65.1,Not Available,Yes,ABS,75,157.30000000000001,91.6,65.7,65415,58992,Non-Refrigerated Warehouse,1
9880,4002870011,,4-00287-0011,4003546,    48-02,  30 PLACE          ,Queens,11101,Filed,65.900000000000006,64.4,112.6,111.1,Not Available,N/A,None,Not Available,579.29999999999995,339.5,239.8,141800,141800,Manufacturing/Industrial Plant,1
9881,4002880056,,4-00288-0056,4003551,49-20,VAN DAM STREET,Queens,11101,Filed,26.5,25.2,53.4,52,0.43,No,Manual,58,90.1,38.700000000000003,51.4,51463,56561,Distribution Center,1
9883,4002940173,,4002940173,4003565,30-02,REVIEW AVENUE,Queens,11101,Filed,0.5,0.5,1.5,1.5,2.96,Yes,ABS,100,6,0,6,154100,154100,Non-Refrigerated Warehouse,1
9884,4002950035,,4002950035,4003572,30-01,REVIEW AVENUE,Queens,11101,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,96000,96000,Non-Refrigerated Warehouse,1
9886,4003120079,,4-00312-0079,4003726,37-88,REVIEW AVENUE,Queens,11101,Filed,98.3,95.3,161,157.8,Not Available,Yes,None,25,456.6,285.39999999999998,171.2,76142,96032,Non-Refrigerated Warehouse,1
9887,4003120089,,4-00312-0089,4003727,38-20,REVIEW AVENUE,Queens,11101,Filed,44.3,44.1,86,85.9,Not Available,No,None,53,873.8,408.5,465.3,302677,302677,Non-Refrigerated Warehouse,1
15958,4003120309,,4003120309,4003736,,,Queens,,Not on Covered Buildings List,25.4,Not Available,42.3,Not Available,5.95,N/A,None,46,98.3,60.1,38.200000000000003,63000,,Non-Refrigerated Warehouse,
9919,4004350001,,4004350001,4005157,24-01,44 ROAD,Queens,11101,Filed,91.2,91.1,231.7,231.6,15.17,No,Manual,Not Available,1839.2,382.6,1456.6,275252,274433,Office,1
9888,4003120315,,4003120315,4003737,39-14,REVIEW AVENUE,Queens,11101,Filed,25.7,Not Available,42.6,Not Available,6.01,Yes,None,82,102.3,62.6,39.700000000000003,65000,90400,Non-Refrigerated Warehouse,1
9890,4003290018,,4003290018,4003935,35-11,9 STREET,Queens,11106,Filed,30,Not Available,52.3,Not Available,2.66,No,Manual,Not Available,192.1,109,83.1,102600,102670,Other,1
9895,4003430024,,4-00343-0024,4004162,28-20,36 AVENUE,Queens,11106,Filed,86.8,86.5,111,110.6,Not Available,No,None,Not Available,507.3,434.4,72.900000000000006,86368,78660,Multifamily Housing,1
