Building Name,Building Address,Postal Code,Floor Area,Property Type - Self Selected,2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/sq.ft),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2)
Bayside Plaza,188 THE EMBARCADERO,94105,97025,Office,72,54.9,,58.2,,69,60.8,137.8,60.8,137.8,,53.2,116.7,53.5,117,,,,,,95,36.3,99.9,36.9,100.6
117 Mission Street,117 MISSION ST,94105,418566,Office,97,29.4,,29.4,,,,,,,,,,,,97,36,104.6,37.9,106.5,98,36,101.8,36.6,102.5
165 POST ST,165 POST ST,94108,46314,Office,,,,,,,,,,,54,39.9,123.8,39.9,123.8,47,42.6,131.4,41.7,128.7,63,43.4,135.2,42.5,132.5
895 GEARY ST,895 GEARY ST,94109,41564,,,,,,,,,,,,61,64.1,118,64.2,118.3,60,61.2,114,61.8,115.9,,,,,
Mason O'Farrell Garage,301 MASON ST,94102,384169,Parking,,,,,,,333.6,1114.3,333.6,1114.3,,312.1,979.9,312.1,979.9,,285.9,897.7,285.9,897.7,,238,747.5,238,747.5
660 CLEMENTINA ST,660 CLEMENTINA ST,94103,25800,,,,,,,,,,,,,,,,,,,,,,,,,,
351 9TH ST,351 9TH ST,94103,30000,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano Hotel,405 TAYLOR ST,94102,106577,Hotel,67,88.3,,89.4,,61,95,208.6,92.7,205.7,68,82.3,184.2,82.6,185,58,85.5,193.1,83.6,187.3,58,89.1,197,88.6,195.5
20 2ND ST,28 2ND ST,94105,28383,Office,,,,,,,,,,,,,,,,,,,,,57,70.7,151.3,69.5,147.6
639 Front St,639 FRONT ST,94111,19468,Office,,,,,,,,,,,,27.8,67.4,27.9,67.6,,31.5,82.6,34.9,86.1,92,34.6,92.3,34.7,90.4
2121 OAKDALE AVE,2121 OAKDALE AVE,94124,19228,Non-Refrigerated Warehouse,,,,,,,,,,,90,7.1,22.3,7.1,22.3,74,14.4,38.9,,,56,23.7,53.8,26.4,56
2401 17th Street,2401 17TH ST,94110,54000,Office,100,0,,0,,100,8.7,15.4,8.2,14.8,99,12,27.5,11.1,26,100,11.7,26.3,14.4,29.7,99,12.8,27.7,13.8,28.8
500 Third Street,500 3RD ST Ste. 505,94107,151785,Office,99,34.6,,34.6,,99,32,89.8,32.8,93.7,99,33,87.3,33.2,87.5,99,29.8,80.9,32.3,83.5,99,30.6,86.3,31.1,86.8
101 California,101 CALIFORNIA ST,94111,1464955,Office,90,51.4,,51.4,,91,50.5,151.9,50.1,151.4,92,46.4,132.7,46.5,132.8,94,41.9,123,43.3,124.5,94,41.9,121.6,42.5,122.3
2801 VICENTE ST,2801 VICENTE ST,94116,18055,Supermarket/Grocery Store,,,,,,,,,,,,151.9,426.8,151.2,428.3,17,164.6,449.4,161.9,441,24,146.3,428.5,145.2,425
Physicians Building,500 SUTTER ST,94108,64876,Office,99,22.1,,21.6,,93,48.6,101.5,47.2,100.1,,,,,,,,,,,30,105.2,198.5,107.1,200.6
Insurance Exchange Building,433 CALIFORNIA ST,94104,124656,,,71.8,,71.2,,,,,,,,,,,,,,,,,,,,,
245 11th Street,245 11TH ST,94103,19425,Urgent Care/Clinic/Other Outpatient,,,,,,,,,,,,80.4,214,78.3,211.8,,23.7,66.6,25.2,68.2,,22,63.3,21.9,62.3
One Beach Street,1 BEACH ST,94133,97614,Office,75,103.9,,101,,,,,,,76,76.7,166.9,76.7,166.9,92,50.4,116,50.4,116,91,49.6,118.6,51.7,120.8
Tuscan Inn,425 NORTH POINT ST,94133,121605,,95,79.3,,79.3,,95,78.1,154.1,78.1,154.1,85,80.4,154.2,80.4,154.2,85,78.2,151.1,77.7,149.6,,,,,
2835 GEARY BLVD,2835 GEARY BLVD,94118,24279,Bank Branch,,,,,,,,,,,29,55.1,141.1,56.2,144.6,,,,,,37,41.9,122.9,41.4,121.2
3 MASONIC AVE,3 MASONIC AVE,94118,15360,,,,,,,,,,,,13,297.1,663.8,290.2,656.6,9,287.9,666,302.9,681.7,,,,,
2600 Mission St.,2600 MISSION ST,94110,13600,Retail Store,,,,,,,,,,,,37.6,101,36.6,99.9,,33.5,94.3,35.8,96.8,,34.3,95,35.1,96.2
101 CARGO WAY,101 CARGO WAY,94124,23760,,,,,,,,,,,,74,54.3,85.4,50.7,81.6,78,46.2,78.2,50.4,81.8,,,,,
666 MISSION ST,666 MISSION ST,94105,16310,Museum,,,,,,,,,,,,27,68.4,27.1,68.4,,25.5,69.3,27,69.7,,25.3,69.4,25.3,68.2
643 FRONT ST,649 FRONT ST,94111,19322,Office,,,,,,,,,,,,,,,,,,,,,96,28.7,78.5,29.4,79.2
781 Beach Street,781 BEACH ST,94109,32776,Office,,,,,,,38.6,80.6,36.4,78.3,,38.3,79,38.6,79.2,,28.2,70.4,30.7,73,,23.3,66.8,23.3,66.8
611 MISSION ST,611 MISSION ST,94105,44800,Office,,,,,,,,,,,,92.5,271.8,92.5,271.8,,89.2,276.3,89.2,276.3,40,90.9,279.7,90.2,277.1
855 Battery Street,855 BATTERY ST,94111,233609,,58,90.2,,88.8,,60,86.7,246.9,86.8,247,57,89.5,239.7,89.6,239.5,60,84.5,229,84.5,227.2,,,,,
100 Post,100 Post St,94108,43174,Office,,,,,,50,60.7,185.9,59.5,184.5,38,66,183.7,66,183.7,43,53.9,168.9,53.9,168.9,59,52.8,144.4,52.8,144.4
La Luna Inn,2599 LOMBARD ST,94123,16394,Hotel,,,,,,,,,,,56,72.5,137.9,72.8,138.7,56,71.6,132,74.6,141.4,64,66.8,125.7,67.7,128.3
55 Green St,55 GREEN ST,94111,45000,Office,,,,,,35,93.9,235.8,93.6,235.4,37,90.1,215.6,90.2,215.7,34,88.4,217.5,89.7,216.8,37,91.9,214.6,91.9,214.6
1540 Bush Street,1530 BUSH ST,94109,20364,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",,,,,,,,,,,,64,113.2,64.1,113.4,,66.8,115,66.8,115,,68,117.4,68,117.4
5815 3RD ST,5815 3RD ST,94124,20470,,,,,,,,,,,,,,,,,,,,,,,,,,
888 BRANNAN ST,888 BRANNAN ST,94103,445395,Office,,,,,,,,,,,,,,,,,,,,,92,50.9,141.7,51.4,142.2
925 STOCKTON ST,925 STOCKTON ST,94108,16327,Worship Facility,,,,,,,,,,,88,18.2,32.8,18.3,33,84,15.9,33.5,17.9,35.6,86,15.5,33.1,16.5,34.2
1200 IRVING ST,1200 IRVING ST,94122,72000,Supermarket/Grocery Store,,,,,,,,,,,,250.6,674.3,249.6,673.2,,252.7,684.7,252,678.5,,262.8,711.9,263.5,712.6
PMI - 625 3rd Street,625 3RD ST,94107,42429,Office,,,,,,98,26.6,83.5,26.6,83.5,98,27.3,85.7,27.1,85,97,27.8,87.3,27.3,85.6,97,28.9,90.6,28.9,90.6
Pacific Professional Building,2140 WEBSTER ST,94115,263062,Medical Office,80,67.7,,66.6,,81,65.4,193.7,64.9,193.1,72,64.3,180.8,63.7,181,73,61.3,175.6,64,178.4,72,62.1,177.1,62.7,176.8
501 3RD ST,501 3RD ST,94107,24632,Mixed Use Property,,,,,,,,,,,,11.7,32.8,11.7,32.8,,10.3,29.7,10.9,30.3,,10.4,29.8,10.6,30
5767 MISSION ST,5767 MISSION ST,94112,11952,,,,,,,,,,,,,,,,,,,,,,,,,,
1242 Market Street,1240 MARKET ST,94102,11690,Office,,,,,,,,,,,87,36.1,77.1,33.4,74.3,87,30.2,74.3,30.2,74.3,88,30.5,73.7,32.7,76
921Front,921 FRONT ST,94111,20280,Office,,,,,,,,,,,77,43.1,134.9,43.2,134.9,70,48.8,144.1,48.8,144.1,64,54.6,157.8,54.8,156.5
400 Howard St,430 HOWARD ST,94105,422199,Office,77,80,,80.8,,79,73.7,246.2,73.7,246.2,70,71.8,225.5,71.8,225.5,72,70.3,220.8,69.5,218.4,89,67.5,211.8,66.9,209.9
647 MISSION ST,647 MISSION ST,94105,40200,Office,,,,,,,,,,,93,28.7,75.5,28.7,75.6,86,29.4,88.4,30.1,89.1,86,30.7,90.5,30.7,89.3
1940 LOMBARD ST,1940 LOMBARD ST,94123,16700,Hotel,,,,,,,,,,,87,55.3,100.2,55.5,100.8,91,51,89.8,52.6,93.3,92,50.9,88.7,51.2,89.8
Whole Foods Market,1745 CALIFORNIA ST,94109,72621,Supermarket/Grocery Store,,454.8,,454.8,,11,364.5,791.8,359.2,786.2,26,375.3,789.7,376,790.3,32,372.5,797.1,384.2,809.5,32,383.2,808.9,388.7,814.7
1189 Potrero Ave.,1189 Potrero Ave,94110,10875,Retail Store,,,,,,,,,,,74,102,320.2,103.2,324.1,70,105.5,331.3,103.2,324.1,64,115.8,363.7,115.8,363.7
334 BRANNAN ST,334 BRANNAN ST,94107,15500,Office,,,,,,,,,,,100,26.2,51.4,26.6,51.9,100,27.3,53,31.3,57.3,100,27,52.4,28.3,53.6
5655 GEARY BLVD,5655 GEARY BLVD,94121,10660,,,,,,,,,,,,,,,,,,,,,,,,,,
1040 COLUMBUS AVE,1040 COLUMBUS AVE,94133,10572,,,,,,,,,,,,,,,,,,,,,,,,,,
2485 MISSION ST,2485 MISSION ST,94110,16996,Strip Mall,,,,,,,,,,,,,,,,,,,,,,69.2,138.7,70.1,141.6
595 Market,595 MARKET ST,94105,461271,Office,90,62.2,,60.3,,89,62.3,176,62.3,176,89,62,163.3,62,163.3,90,58.5,159,59.9,160.7,90,59.7,161.9,60.3,162.1
3950 19TH AVE,3950 19TH AVE,94132,29338,,,,,,,,,,,,,,,,,,,,,,,,,,
815 EDDY ST,815 EDDY ST,94102,24930,Office,,,,,,,,,,,99,28.3,88.8,28.3,88.8,96,33.3,104.6,33.3,104.6,97,32.9,103.2,32.9,103.2
550 THIRD STREET,550 3RD ST,94107,15930,Office,,,,,,,,,,,77,53.6,129.3,54,129.8,86,44.1,108.1,44.1,108.1,66,59.1,149.8,61.2,152
Ryan Associates,333 12TH ST,94103,21630,,,,,,,,,,,,,35.5,87.4,35.5,87.4,,34.2,93.4,36,95.3,,,,,
175 DE HARO ST,175 DE HARO ST,94107,13000,Fitness Center/Health Club/Gym,,,,,,,,,,,,,,,,,16.5,35.7,16.5,35.7,,16.6,37.5,17.3,38.2
Seaker & Sons,135 POST ST,94108,75950,Office,13,94,,96.2,,,,,,,20,108.3,265.4,106.6,260,18,104.9,266.5,103.6,259.3,24,97.4,249.2,96.9,244.8
480 2ND ST,480 2ND ST,94107,24682,Office,,,,,,,,,,,97,21.7,65.2,21.7,65.2,97,21.1,65.5,21.3,65.7,100,19,58.8,18.7,57.7
447 BATTERY ST,447 BATTERY ST,94111,20154,,,,,,,,,,,,,58.7,133,59.1,133.3,,62.6,148.2,65.9,151.7,,,,,
Yosemite Place,1775 YOSEMITE AVE,94124,122020,Office,98,28.2,,27.4,,98,28.2,80.9,27.4,80,98,27.7,71.6,26.4,70.2,99,24.9,67,24.9,67,99,25.7,68,26.8,69.2
Coast Counties - 657 Mission,657 MISSION ST,94105,97123,Office,,22.2,,21.2,,99,27.1,70.2,26,69.1,99,25,66.4,25.2,66.6,99,21.7,61.7,22.9,63,99,24.2,67.9,24.7,68.4
Lamps Plus,4700 GEARY BLVD,94118,10000,Retail Store,,,,,,,,,,,,,,,,1,105.1,329.9,102.4,321.6,1,105.7,331.9,105.7,331.7
Argonaut Hotel-SV,495 Jefferson St,94109,180450,Hotel,,,,,,95,55.9,115.1,55.9,115.1,78,67.9,136.1,67.9,136.1,79,63.6,129.5,63.6,129.5,84,58.1,122.6,57.8,121.8
2205 MISSION ST,2205 MISSION ST,94110,18345,,,,,,,,,,,,,,,,,,,,,,,,,,
C&W GMIC 49 Geary,49 Geary Street,94108,146134,Office,91,44.6,,42.5,,96,32.1,100.4,31.6,99.4,96,32.8,95.7,33,95.9,96,31.8,95.3,32.8,96.3,97,31.7,93,31.9,92.6
301 8th Street,301 8TH ST,94103,70000,Performing Arts,,,,,,,7.2,12.5,5.2,10.1,,13.4,31.7,12.5,30.7,,14.3,37.8,14.3,37.8,,13.6,37.5,14,37.9
Fitzgerald Hotel,620 POST ST,94109,13104,,,,,,,,,,,,32,101.8,163.4,101.8,163.4,85,87.4,147.2,87.4,147.2,,,,,
KQED,2601 MARIPOSA ST,94110,113334,,60,152.3,,151.3,,61,149.2,387.5,149.5,387.7,,,,,,,,,,,,,,,
580 California Street,580 California St,94104,364985,Office,87,62,,61,,88,59.3,152.4,58.7,151.7,89,55.3,137.6,55.4,137.7,89,55.6,141,56.1,140.3,91,53.2,136.8,53.8,137.4
1375 Mission,1375 MISSION ST,94103,26000,Office,,,,,,49,50.5,142.7,49.3,141.5,50,49,141,49,141,45,50.7,140.9,49.1,136,40,54.4,151.4,55,150.3
1385 CARROLL AVE,1385 CARROLL AVE,94124,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
109 Stevenson,36 2ND ST,94105,15150,Office,,,,,,,,,,,20,85.8,214.9,86,215.2,25,75,194.9,75.6,192.8,25,73.8,189,74.4,188.1
1069 PENNSYLVANIA AVE,1069 PENNSYLVANIA AVE,94107,10911,,,,,,,,,,,,,,,,,,,,,,,,,,
275 5TH ST,275 5TH ST,94103,38000,Office,,,,,,,,,,,100,30.3,31.8,28.4,29.8,100,10.3,10.8,13.7,14.4,100,20.5,40.3,,
415 Jackson,405 JACKSON ST,94111,58607,Office,97,24.3,,23.6,,,,,,,,22.7,71.3,22.7,71.3,,,,,,,21.9,68.8,21.2,66.6
1455 Market Street,1455 Market Street,94103,1325000,Office,63,128.8,,127.6,,60,123.9,354.7,123.9,354.7,68,91.2,236.6,90.4,235.9,,88.4,223.6,88.4,223.6,,86.8,214.8,87.5,215.6
375 Alabama Street,375 ALABAMA ST,94110,128800,Office,,33.6,,31.7,,,30.1,72.8,31.3,78.9,95,29.3,68.8,27.6,67.1,97,25.6,61.9,25.6,61.9,97,25.9,61.7,27.5,63.4
SF BALLET HEADQUARTERS,455 FRANKLIN ST,94102,69084,Office,69,86.9,,86.9,,71,79.6,163.6,78.4,162.4,,82.5,163,78.2,158.4,,68.8,145.8,76.1,153.5,,61.4,136.7,63.7,139.1
SAILORS' UNION OF THE PACIFIC,450 HARRISON ST,94105,50037,Office,,23.3,,22.8,,,30.2,66.5,30.2,66.5,,36.6,69.4,36.5,69.4,,39.5,71.2,48.9,82.2,,24.1,48.3,26.3,50.5
799 VAN NESS AVE,799 VAN NESS AVE,94102,42976,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Division,25 DIVISION ST,94103,41777,Office,,,,,,,17.7,41,18.7,41.9,82,67.2,108.3,66,107,77,66.7,113.7,68.1,115.1,83,62.4,102.5,62.4,102.5
205 13th Street,1717 MISSION ST,94103,97142,Office,,,,,,,,,,,100,19.1,48.4,18.4,47.7,99,23.8,58.6,23.6,57,100,20.8,53.3,,
450 Pacific KYL,450 PACIFIC AVE,94133,26476,Office,,,,,,55,65.2,141,64.6,143.2,46,69.3,144.4,69.1,143.3,50,60.8,134,62.1,134.2,53,64.1,136.6,63.5,134.6
1501 HARRISON ST,1501 HARRISON ST,94103,21855,,,,,,,,,,,,,,,,,,,,,,,,,,
3140 MISSION ST,3140 MISSION ST,94110,10000,Bar/Nightclub,,,,,,,,,,,,22.1,69.3,,,,32.7,81.2,32.7,81.2,,29.5,79.8,29,78.2
1940 Bryant St.,1940 Bryant St.,94110,95267,,,,,,,,,,,,,,,,,,,,,,,,,,
"625 Sutter Street, LLC",625 SUTTER ST,94102,26322,College/University,,,,,,,24.4,74.2,24.4,74.2,,18.5,52.1,18.5,52.1,,17.4,50,17.4,50,,47.5,86.8,47.5,86.8
815 TENNESSEE ST,815 TENNESSEE ST,94107,13276,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayshore Business Center,1485 Bayshore Blvd,94124,100000,Office,81,55,,55,,89,36.4,102.8,36.4,102.8,85,44.2,114.3,42.3,112.3,85,40.9,111.4,40.9,111.4,86,40.6,109.1,41.1,108.7
1167-1199 Sutter Retail,1167-1199 Sutter St,94109,40042,Mixed Use Property,,,,,,,,,,,,98.4,196.4,98.4,196.4,,96.2,193.3,96.2,193.3,,94,190.2,94,190.2
490 Post Street Owners Association,490 Post St.,94102,113000,Office,,,,,,,,,,,53,82.5,187.9,79.5,184.8,48,85.4,191.4,92.8,199.2,53,78.3,182.4,80.9,185.1
Dante Building,1600 STOCKTON ST,94133,15000,Office,,,,,,,,,,,,81,149.6,81.6,150.2,,49.2,101,54.5,106.5,,57.7,126.7,61.4,130.6
3830 3RD ST,3830 3RD ST,94124,27500,Self-Storage Facility,,,,,,,,,,,,,,,,,,,,,,5.5,17.3,5.5,17.3
2620 Jones St,590 BAY ST,94133,166777,Hotel,,,,,,77,66.6,158.2,67.2,158.8,77,66,156.9,66,156.9,86,56.1,134.4,56.1,134.4,88,53.7,133.2,53.3,132.1
603 Battery Street,603 BATTERY ST,94111,49446,Office,,,,,,40,92.9,204.9,92.2,204.1,34,94.2,201.6,94.4,201.7,32,90.1,201.4,91.6,201,35,88.5,198.3,89.2,197.6
180 HUBBELL ST,180 HUBBELL ST,94107,95070,Non-Refrigerated Warehouse,,,,,,,,,,,,12.4,38.8,12.4,38.8,,12.4,39,12.4,39,,11.6,36.3,11.6,36.3
1173 HOWARD ST,1173 HOWARD ST,94103,10132,,,,,,,,,,,,,,,,,,,,,,,,,,
United California Group,725 CESAR CHAVEZ ST,94124,33193,Office,,,,,,86,19.7,56.4,19.3,56,86,19.7,53.3,19.1,53.1,86,17.4,50.4,17.4,50.4,87,17.2,49.7,17.5,49.8
KINGS BLDG,140 SANSOME ST,94104,20000,Office,,,,,,,,,,,,43.3,119.9,43.3,119.9,,39.5,112.1,39.5,112.1,,42.2,113.5,42.2,113.5
45 Fremont,45 FREMONT ST,94105,584663,Office,87,63.2,,61.4,,84,66.9,183.9,67.2,184.2,87,63.1,165.6,63.3,165.8,89,58.2,155.3,60.4,157.7,87,70.1,190.6,71.6,192.2
390 4th street,390 4TH ST,94107,17600,Office,,,,,,,,,,,,6.6,20.8,6.6,20.8,,5.4,16.9,5.4,16.9,,5.2,16.2,5.2,16.2
1600 Jackson,1600 Jackson st,94109,63500,,94,12.7,,12.4,,95,12.1,40.5,12.6,42,,,,,,,,,,,,,,,
1635 Divisadero Medical Building,1635 DIVISADERO ST,94115,71114,Medical Office,58,67.5,,65.5,,63,61.3,198,61.3,198.1,49,71,218.1,71.5,220.5,43,75.4,226.9,73.1,219.9,12,74,222.9,72.9,219.6
315 SUTTER ST,315 SUTTER ST,94108,10120,Office,,,,,,,,,,,,16.2,51,16.3,51.1,,14.2,44.6,14.2,44.6,,14,43.9,14,43.9
5757 GEARY BLVD,5757 GEARY BLVD,94121,13600,Senior Care Community,,,,,,,,,,,,,,,,,,,,,,47.2,107.3,48.8,109
Brian Cruz,750 FLORIDA ST,94110,14472,Manufacturing/Industrial Plant,,,,,,,,,,,,14.4,35.4,13.8,34.7,,14,34.9,16,37.8,,14.7,36.1,15.7,37.5
644 BRANNAN ST,644 BRANNAN ST,94107,44823,Retail Store,,,,,,,,,,,,,,,,,,,,,,42.8,134.5,42.8,134.5
1355-1359 Van Ness,1355 VAN NESS AVE,94109,193977,Automobile Dealership,,,,,,,,,,,,17.9,55.7,17.9,55.7,,19,59.1,19.1,59.2,,17.4,54.4,17.4,54.4
525 6TH ST,525 6TH ST,94107,11450,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Folsom Street,620 FOLSOM ST,94105,46451,Office,,,,,,77,69.2,157.2,69.8,159.2,87,59.4,130.8,59.6,131,72,72.9,166.3,72.9,166.3,71,74.9,169,75.7,168.7
787 Brannan Street,787 BRANNAN ST,94103,18896,Other,,,,,,,,,,,,26.7,44.4,25.1,42.5,,20.1,35.6,24.1,40.4,,21.3,35.2,22.7,36.7
The Stanford Court,901 CALIFORNIA ST,94108,272122,Hotel,,,,,,77,52.8,145,53.2,146.2,79,49.4,138.9,49.4,138.8,47,93.4,187.1,96,188.8,50,90.8,185.5,92.1,186
350 Bay St.,360 Bay St.,94133,38697,,,,,,,,,,,,,,,,,,,,,,,,,,
1600 TENNESSEE ST,1600 TENNESSEE ST,94107,49723,Mixed Use Property,,,,,,,,,,,81,14,33.7,14.1,33.8,78,13.6,34.5,14.7,35.7,79,13.6,34.2,13.9,34.6
1049 Market St,1049 MARKET ST,94103,54500,Office,100,27,,26.2,,,,,,,100,25.6,59.7,25.6,59.7,98,17.7,43.9,17.7,43.9,98,16.5,42.8,16.5,42.8
417 31ST AVE,417 31ST AVE,94121,11370,,,,,,,,,,,,,,,,,,,,,,,,,,
909 Hyde St,909 HYDE ST,94109,68691,Medical Office,,,,,,,,,,,,,,,,84,50,97.6,58.6,106.6,79,66.8,114.4,72.6,120.6
3050 23rd Street,3050 23RD ST,94110,18375,Retail Store,,,,,,,,,,,68,13.2,26.7,11.8,25,65,10.2,23.6,10.2,23.6,72,9.2,22.5,9.7,23
50 FELL ST,50 FELL ST,94102,18330,,,,,,,,,,,,,,,,,,,,,,,,,,
100 HARRISON ST,100 HARRISON ST,94105,150000,,,,,,,,,,,,,,,,,,,,,,,,,,
130 Sutter,130 SUTTER ST,94108,68400,Office,38,98.8,,92.5,,38,99.1,224.8,99.1,224.8,38,97.3,222,97.5,222.4,43,89.1,206,89.1,206,71,48.9,151.9,48.9,151.9
560 SACRAMENTO ST,560 SACRAMENTO ST,94111,24549,Office,,,,,,,,,,,84,40.1,125.8,40.1,125.8,85,39.7,119,39.7,119,79,53.1,135.8,53.1,135.8
135 Main,115 MAIN ST,94105,292653,Office,92,49.7,122.2,48,120.4,94,45.5,112.8,43.8,111.1,94,45.4,114.4,45.6,114.6,96,37,99.5,39.4,102,96,38.4,100.7,39.7,102.1
LPF 50 Green,50 GREEN ST,94111,104344,Office,79,55.8,,55.5,,87,51.5,143.5,51.4,143.4,88,52.6,136.9,52.7,136.9,88,52.7,140.7,54.7,142.8,90,49,135.1,50,136.1
1595 Van Ness,1595 VAN NESS AVE,94109,9100,,,,,,,,,,,,,,,,,,,,,,,,,,
50 Osgood Place,50 OSGOOD PL,94133,34343,Office,,,,,,81,53.4,132.5,52.3,131.3,90,44,107.9,44.1,108,93,30,80.1,30,80.1,73,43.9,123.9,43.9,123.9
175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102,15630,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway 739,3350 MISSION ST,94110,67346,Supermarket/Grocery Store,26,288,,283.7,,37,263.8,680.4,267.5,703,23,335.7,750.8,337.4,756.4,36,252.5,656.8,252.5,656.8,24,292,723.4,292,723.4
Hearst Building,691 MARKET ST,94105,135371,Office,100,36,,36,,93,64.1,141.4,64.1,141.4,87,62.8,138.4,59.5,134.4,90,53,121.7,58.7,128.6,92,49.8,116.9,49.6,116.1
625 Monterey Blvd,625 MONTEREY BLVD,94112,61242,Supermarket/Grocery Store,11,248.7,,248.7,,32,246.2,751.4,244.4,749.6,33,246.6,747.8,244.8,745.9,29,241,741.1,243,743.2,29,248.8,764.6,249.3,765.2
Millennium Play,606 HOWARD ST,94105,57312,Office,93,32.8,,32.8,,95,30.5,95.7,30.5,95.7,95,29.5,92.7,29.5,92.7,95,31.3,98.1,31.3,98.1,94,33.5,105.1,33.5,105.1
33 New Montgomery,33 NEW MONTGOMERY ST,94105,260588,,84,52.3,,50.6,,,,,,,,,,,,,,,,,,,,,
71 Second Street AKA 85 Second Street,71 2ND ST,94105,114268,Office,69,77.1,,76.1,,70,75.4,173.7,73.4,171.6,73,70.4,166.1,70.6,166.3,75,63.9,158.2,67.4,161.8,72,69.4,165.5,71.5,167.8
Market Center (575),575 MARKET ST,94105,560325,Office,85,63.3,,60.5,,86,58.3,141.8,57.8,141.2,85,58.9,143.3,59,143.4,84,57.1,142.6,57.3,141.6,88,50.2,133.3,50.7,133.1
250 Brannan,250 BRANNAN ST,94107,124258,Office,70,78.8,,80.3,,56,106.7,279.5,107.3,280.8,75,82,201.7,82.2,201.9,66,91.8,223.6,91.8,223.6,88,73.2,191.5,72.2,188.1
2675 Geary Blvd,2675 GEARY BLVD,94115,193938,,100,1.9,,1.9,,,,,,,,,,,,,,,,,,,,,
SF Culture Center,2450 17TH ST,94110,32200,Worship Facility,,,,,,65,20.8,41.7,20.3,42.2,63,20.3,39.9,18.4,37.5,62,16.4,34.4,16.7,35.6,65,17,35,18.4,36.4
Westin St. Francis Hotel,335 POWELL ST,94102,1471800,Hotel,1,48410.9,,48410.9,,1,43863.1,52877.8,43863.1,52877.8,24,87.1,186.1,87.1,186.1,65,65.4,120.9,65.4,120.9,75,62.6,124.6,62.6,124.6
1330 FITZGERALD AVENUE,1330 Fitzgerald St,94124,87080,,1,559.9,,559.9,,5,23.6,67.2,23.8,67.5,,,,,,,,,,,,,,,
527 STEVENSON ST,527 STEVENSON ST,94103,42600,,,,,,,,,,,,,,,,,,,,,,,,,,
401 SANSOME ST,401 SANSOME ST,94111,11740,Mixed Use Property,,,,,,,,,,,100,25.1,32.5,25.5,32.9,97,29.9,40.6,34.1,44.7,,139.8,240.4,139.8,240.4
420 SUTTER ST,420 SUTTER ST,94108,12668,Mixed Use Property,,,,,,,,,,,,85.8,183.6,85.8,183.6,,81.9,175.8,81.9,175.8,,83.9,183,83.9,183
300 Grant,290 SUTTER ST,94108,32162,Retail Store,,,,,,,,,,,,,,,,,,,,,87,31.6,99.1,31.6,99.1
Safeway 1507,2020 MARKET ST,94114,124196,Supermarket/Grocery Store,44,242.2,,246.6,,70,194,463.3,187.5,456.4,36,236.3,578.5,230.7,572.6,34,220.5,562.4,224.8,560.4,23,254.8,614.2,257.3,613.6
"Young Chi Shing, Inc.",259 POST ST,94108,64800,Office,42,74.7,,70.5,,49,68,175,66.4,173,42,68.4,177,68.6,177.2,40,70.2,184.2,71.1,183.7,42,72.7,183.7,74,185.2
San Francisco Friends School,250 VALENCIA ST,94103,71874,K-12 School,,23.3,,23.3,,,21.8,51.9,19.1,46.9,,24.4,54.5,23.2,53.2,99,24.6,56.7,27.2,59.4,100,20.4,47.8,21.2,48.7
Hotel Monaco San Francisco,501 GEARY ST,94102,175236,Hotel,15,106.7,,108,,13,148.4,308.4,152.7,322.6,,,,,,,,,,,,35.1,110.2,35.1,110.2
300 CALIFORNIA ST,300 CALIFORNIA ST,94104,144380,Office,,,,,,80,84.5,182.1,82.8,181.5,80,78,180.7,78.1,180.7,79,77.1,180.9,79.6,183.5,81,73.6,176.9,74.9,178.3
JPMorgan Chase-Grant Ave,1040 GRANT AVE,94133,11673,Bank Branch,,,,,,,,,,,67,56.9,168.2,57.1,168.4,61,57.1,176.1,57.9,176.9,64,58.3,178.4,59,179.2
644 BROADWAY,644 BROADWAY,94133,42500,,,,,,,,,,,,,,,,,,,,,,,,,,
