num_questions,sale_price,Customer_Reviews,Item_model_number,in_stock,Shipping_Weight,num_reviews,product_title,category,3_star,ASIN,reviews_url,4_star,2_star,shipping,url,avg_rating,list_price,description,1_star,5_star,Product_Dimensions 
236 answered questions,$19.99,4.1 out of 5 stars,KG83B,In Stock.,3 pounds (,"4,270","Ovente 1.5 Liter BPA Free Glass Cordless Electric Kettle, Black (KG83B)",Home & Kitchen,6%,B00DEPGY7G,https://www.amazon.com/Ovente-Cordless-Electric-Kettle-KG83B/product-reviews/B00DEPGY7G/ref=cm_cr_dp_qt_see_all_top/157-7278792-5096907?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,13%,6%,FREE Shipping,https://www.amazon.com/Ovente-Cordless-Electric-Kettle-KG83B/dp/B00DEPGY7G?_encoding=UTF8&psc=1,4.1 out of 5 stars,$169.99,". . 1.5L borosilicate glass cordless electric kettle with 110/120V, 1100-watt power that boils water 85-percent more efficient than stovetop kettle. Concealed stainless steel heating element; automatic shut-off with boil dry protection; durable and stain resistant high borosilicate glass body. Blue LED lighting when boiling; convenient water level gauge; comfortable stay-cool handle and washable filter to ensure the purest results. Comfortable and ergonomically designed stay-cool handle for easy filling, and pouring of water. Automatic shut off function upon boiling; Additional safety feature: boil dry protection which automatically shuts off the kettle when turned on when no water is in the carafe. ",11%,64%,8 x 6 x 9.3 inches
44 answered questions,$10.79,4.6 out of 5 stars,74R7,In Stock.,2.3 pounds (,"1,151","BISSELL 2X Pet Stain & Odor Portable Machine Formula, 32 ounces, 74R7",Health & Household,8%,B002S52WX8,https://www.amazon.com/BISSELL-Portable-Machine-Formula-74R7/product-reviews/B002S52WX8/ref=cm_cr_dp_qt_see_all_top/165-9651675-4765759?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,16%,2%,"Fast, FREE Shipping",https://www.amazon.com/BISSELL-Portable-Machine-Formula-74R7/dp/B002S52WX8?_encoding=UTF8&psc=1,4.6 out of 5 stars,$13.75,". . Pet stain and odor formula. Helps remove pet stains and odor from pet stains from carpet. Specifically formulated to work in all Bissell and Dirt Devil compact deep cleaning machines. Contains no phosphates, dyes, optical brighteners or heavy metals. 2X concentrate provides the same cleaning power using less. 2X concentrate provides the same cleaning power using less packaging than non-concentrated formula and smaller bottles are easier for consumers to use. Specifically formulated: works in all Bissell and dirt devil compact deep cleaning machines. ",2%,72%,2.6 x 4.6 x 9.2 inches
193 answered questions,$23.38,4.6 out of 5 stars,1880801,In Stock.,3.6 pounds (,"7,628","Rubbermaid Easy Find Lids Food Storage Container, 42-piece Set, Red",Home & Kitchen,6%,B00COK3FD8,https://www.amazon.com/Rubbermaid-Easy-Storage-Container-42-piece/product-reviews/B00COK3FD8/ref=cm_cr_dp_qt_see_all_top/151-6714383-4308500?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,2%,"Fast, FREE Shipping",https://www.amazon.com/Rubbermaid-Easy-Storage-Container-42-piece/dp/B00COK3FD8?_encoding=UTF8&psc=1,4.6 out of 5 stars,,". . Lids snap together and to container bases so you can always find the right lid. Graduated sized containers nest for compact storage. One lid fits multiple bases. Includes: 5 (0.5 Cup), 5 (1.25 Cup), 5 (2 Cup), 2 (3 Cup), 2 (5 Cup), 2 (7 Cup), and 21 Easy Find Lids. ",3%,75%,8 x 16 x 10 inches
,,,,,,,,,,,,,,,https://www.amazon.com/HASKO-accessories-Powerful-Organizer-Bathrobe/dp/B015258I4M?_encoding=UTF8&psc=1,,,,,,
16 answered questions,$9.99,4.0 out of 5 stars,0629MDBA,In Stock.,1 pounds (,"1,091","mDesign PEVA 3G Shower Curtain Liner (PACK of 2), MOLD & MILDEW Resistant, ODORLESS - No Chemical Smell, 72"" x 72"" - Clear",Home & Kitchen,10%,B013PQANXO,https://www.amazon.com/mDesign-Shower-Curtain-Resistant-ODORLESS/product-reviews/B013PQANXO/ref=cm_cr_dp_qt_see_all_top/154-4875034-1521714?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,8%,"Fast, FREE Shipping",https://www.amazon.com/mDesign-Shower-Curtain-Resistant-ODORLESS/dp/B013PQANXO?_encoding=UTF8&psc=1,4.0 out of 5 stars,,". . 100% PEVA-NON-TOXIC material that does not let off a chemical smell. PVC-free.. MOLD & MILDEW RESISTANT -- CHLORINE FREE. 12 self grommets and encased magnets at bottom. Great for home, apartments, dorms, hotels, campers, school showers, athletic club showers and more!. 2 shower liners measuring 72"" x 72"" each. ",10%,57%,22.8 x 11 x 5.5 inches
1000+ answered questions,$79.95,4.6 out of 5 stars,IP-LUX60V3,In Stock.,15.9 pounds (,"4,494","Instant Pot IP-LUX60 V3 Programmable Electric Pressure Cooker, 6Qt, 1000W (updated model)",Home & Kitchen,3%,B01MFEBQH1,https://www.amazon.com/Instant-Pot-IP-LUX60-Programmable-Electric/product-reviews/B01MFEBQH1,10%,2%,,https://www.amazon.com/Instant-Pot-IP-LUX60-Programmable-Electric/dp/B01MFEBQH1,4.6 out of 5 stars,,". . All new 2017 Instant Pot LUX 60 V3 is an upgraded version of the Instant Pot LUX60 model. Large, easy to use control panel with the addition of Cake and Egg cooking programs. Up to 240 minutes of pressure cooking time as opposed to 120 minutes.. Ability to disable alarms and switch to silent operation.. Capacity: 6L/6.33 Qt, Power rating: 1000W, Voltage: 110v/60Hz, Gross Weight: 14.57 pounds. ",4%,81%,10.2 x 12.6 x 11.8 inches
20 answered questions,$7.99,4.7 out of 5 stars,NA,In Stock.,8 ounces (,507,"Charcoal Water Filters Replacements Fits Keurig 2.0 Models by Possiave- Easy to replace-Removes Chlorine, odors, and others impurities from Water-Pack of 12-White",Small Appliance Parts & Accessories,3%,B00X9805GO,https://www.amazon.com/Replacements-Possiave-replace-Removes-impurities-Water-Pack/product-reviews/B00X9805GO/ref=cm_cr_dp_qt_see_all_top/154-6446101-3005655?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,11%,1%,"Fast, FREE Shipping",https://www.amazon.com/Replacements-Possiave-replace-Removes-impurities-Water-Pack/dp/B00X9805GO?_encoding=UTF8&psc=1,4.7 out of 5 stars,,". . FINE CHARCOAL-The best coffee filters are made of charcoal, which can remove impurities, calcium, chlorine, and odors that can be dangerous to health, reduce limescale, and increase the lifespan of your coffee maker. What’s more, it can improve the taste of your coffee.. Try these high-quality pack of 12 water filter replacements to keep your coffee tasting its best.. UNIVERSAL FIT- The Replacement Charcoal Water Filters work for Keurig 2.0 brewer, Elite B40, Classic B44, Ultra B50, Special Edition B60, Ultimate B66, Plantinum B70, Plantinum K79 Plus, Officepro B145, B140, B145, B40, B45 Elite, B60, B68, B70, B75, B79, B80, K145, K155, K200, K350, K40, K45 Elite, K500, K60, K65, K66, K75.. Systems purchased after August 2007:Elite,Classic, Ultra, Special Edition, Ultimate and Platinum.. The filter fit Keurig 2.0 machines as well as Keurig Single Cup Reservoir Brewer.. ",2%,83%,5.1 x 5 x 4.3 inches
23 answered questions,$2.80,2.8 out of 5 stars,,In stock.,4 ounces (,216,[2 in 1] Nanum Car Air Humidifier and Aromatherapy Essential Oil Diffuser (Purple) by Sansutech (Purple),Beauty & Personal Care,8%,B017OVX4T6,https://www.amazon.com/Humidifier-Aromatherapy-Essential-Diffuser-Sansutech/product-reviews/B017OVX4T6/ref=cm_cr_dp_qt_see_all_top/163-9338843-7550813?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,9%,10%,,https://www.amazon.com/Humidifier-Aromatherapy-Essential-Diffuser-Sansutech/dp/B017OVX4T6?_encoding=UTF8&psc=1,2.8 out of 5 stars,,". . Your Vehicle Need it.Unique Design.3 in 1 function: Humidification, Essential Oil Aromatherapy, Purify.. Relief from dry air, cold, flu, cracked skin in the winter and cold weather. With a 25mL Humidifing Capacity per Hour, it's Enough to Change the Car Microenvironment and Meet Your Needs,2 hour automatic shut-off prevents potential harm from running without water. Humidifier water tank could be 180° rotation with no leakage, standard car charger interface, which could compatible with the most vehicles.. Note:It must be used after the car running,please do not use it when there is no water in the bottle. ",48%,25%,2.2 x 2.2 x 6.5 inches
197 answered questions,$9.57,4.5 out of 5 stars,20000,In Stock.,2.2 pounds (,"3,384","Chapin 20000 Poly Lawn and Garden Sprayer For Fertilizer, Herbicides and Pesticides, 1 Gallon","Patio, Lawn & Garden",5%,B000E28UQU,https://www.amazon.com/Chapin-20000-Fertilizer-Herbicides-Pesticides/product-reviews/B000E28UQU/ref=cm_cr_dp_qt_see_all_top/156-2891873-5621218?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,17%,2%,"Fast, FREE Shipping",https://www.amazon.com/Chapin-20000-Fertilizer-Herbicides-Pesticides/dp/B000E28UQU?_encoding=UTF8&psc=1,4.5 out of 5 stars,$16.99,". . 1-Gallon funnel-top, translucent tank for easy filling and cleaning. Compatible with common fertilizers, weed killers and pesticides. Features Chapin's unique SureSpray Anti-Clog Filter for clog-free spraying. Includes a 12-inch wand, 28-inch reinforced hose, adjustable nozzle and comfortable spray handle. Ergonomic handle for easy pumping and carrying. ",6%,70%,7.4 x 7.4 x 15 inches
208 answered questions,$9.99,4.1 out of 5 stars,MWBLKPDQ,In Stock.,5.6 ounces (,"4,582","Mr. Coffee Mug Warmer for Office/Home Use, MWBLK",Home & Kitchen,10%,B000CO89T8,https://www.amazon.com/Mr-Coffee-Warmer-Office-MWBLK/product-reviews/B000CO89T8/ref=cm_cr_dp_qt_see_all_top/163-9449860-0190029?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,18%,7%,"Fast, FREE Shipping",https://www.amazon.com/Mr-Coffee-Warmer-Office-MWBLK/dp/B000CO89T8?_encoding=UTF8&psc=1,4.1 out of 5 stars,,". . Easy to tote and take anywhere. Use for coffee, tea, hot cocoa & more. Surface easily wipes clean. On light indicator,This mug warmer is 17 watts.. On/off switch. Convenient cord length for use almost anywhere. ",9%,56%,1.3 x 5.2 x 8.6 inches
129 answered questions,$11.99,4.1 out of 5 stars,DCM600B,In Stock.,2.8 pounds (,"1,647","Black & Decker DCM600B 5-Cup Coffeemaker, Black",Home & Kitchen,8%,B001NXC5YC,https://www.amazon.com/Black-Decker-DCM600B-5-Cup-Coffeemaker/product-reviews/B001NXC5YC/ref=cm_cr_dp_qt_see_all_top/152-4178084-2376123?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,17%,6%,"Fast, FREE Shipping",https://www.amazon.com/Black-Decker-DCM600B-5-Cup-Coffeemaker/dp/B001NXC5YC?_encoding=UTF8&psc=1,4.1 out of 5 stars,,". . Product note: the logo design of this item may vary depending on when the product was manufactured. 5-Cup capacity compact design. Duralife glass carafe coffee and water carafe markings. Optimal brewing temperature, Easy view water window and cord storage. Removable filter basket uses filter type: 1-4 cup basket style. ",12%,57%,9.8 x 7.2 x 10.8 inches
7 answered questions,$5.95,4.6 out of 5 stars,5155431,In Stock.,0.3 ounces (,410,"StarPack Vegetable Cutter Shapes Set (5 Piece) – Mini Cookie Cutters, Vegetable Shape Cutters for Kids with 101 Cooking Tips",Home & Kitchen,5%,B0162AGTWE,https://www.amazon.com/StarPack-Vegetable-Cutter-Shapes-Piece/product-reviews/B0162AGTWE/ref=cm_cr_dp_qt_see_all_top/151-1892077-0352065?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,11%,3%,"Fast, FREE Shipping",https://www.amazon.com/StarPack-Vegetable-Cutter-Shapes-Piece/dp/B0162AGTWE?_encoding=UTF8&psc=1,4.6 out of 5 stars,$10.95,". . ? MAKE MEALTIMES FUN! THESE ADORABLE MINI CUTTERS EASILY CUT FRUIT AND VEGETABLES INTO FUN SHAPES  Perfect for kids lunch boxes and bento boxes, or for garnishing your next party platter or cocktail! These also make super-cute mini cookie cutters in 5 sweet flower and heart shapes.. ? SPECIAL INTRODUCTORY PRICE & FREE BONUS COOKING TIPS PDF: Get StarPack's Mini Vegetable and Cookie Cutter set today and you'll also receive a comprehensive cooking guide PDF - '101 Tips and Techniques for Cooking Like a Chef' - valued at $5.95 absolutely FREE!. ? SIMPLE STAINLESS STEEL DESIGN IS EASY TO USE AND CLEAN UP: The smooth edges are easy on the hands and they rinse clean under hot water. At approximately 1-inch in diameter and 1-inch tall, cutting mini shapes into thick slices of fruit and vegetables (or cookie dough!) is effortless. ? QUALITY YOU CAN COUNT ON: These cutters are made from premium stainless steel and are built to last - they're stain and odor resistant so you'll enjoy them for years to come. ? FULL STARPACK WARRANTY: If you're not completely satisfied with your purchase, simply let us know and you'll be offered a FULL refund or replacement, no questions asked. Enjoy this absolutely RISK FREE purchase today by clicking the yellow 'Add to Cart button' above. ",3%,78%,5.9 x 3.8 x 1 inches
59 answered questions,,4.4 out of 5 stars,TP-16,In Stock.,0.8 ounces (,862,ThermoPro TP16 Large LCD Digital Cooking Kitchen Food Meat Thermometer for BBQ Oven Smoker Built-in Clock Timer with Stainless Steel Probe,Home & Kitchen,5%,B017613C3C,https://www.amazon.com/ThermoPro-Digital-Cooking-Thermometer-Stainless/product-reviews/B017613C3C/ref=cm_cr_dp_qt_see_all_top/162-6472412-2938963?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,3%,"Fast, FREE Shipping",https://www.amazon.com/ThermoPro-Digital-Cooking-Thermometer-Stainless/dp/B017613C3C?_encoding=UTF8&psc=1,4.4 out of 5 stars,$29.99,". . Lifetime Sensor Probe Warranty – Although the sensor probe is rigidly produced, after a long-time period of use, a few amount units could experience incorrect temperature readings problem caused by careless or improper use of sensor probe. We will provide you a brand-new sensor probe, free of charge!. Cook mode - Ideal for the oven, smoker or stovetop. Programmable alert with preset temperatures for specific foods recommended by USDA. Can also set temperature manually. Timer mode - Digital kitchen timer features countdown ability, up to 23 hours, 59 minutes. Temperature range - Both Fahrenheit and Celsius readings. Range: 32°F to 482°F (0°C to 250°C). With high accuracy: 1° resolution, ±1.8°F/1°C. Easy operation - Oven thermometer with 6.5"" food grade STEP-DOWN tip design stainless steel probe to get temperature precisely and quickly. 40"" stainless steel mesh cable connects thermometer to base, outside of oven. ",7%,70%,2.2 x 0.6 x 1.5 inches
274 answered questions,$12.24,4.6 out of 5 stars,ZK14-S,In Stock.,1.1 pounds (,"10,829","Ozeri Pronto Digital Multifunction Kitchen and Food Scale, Elegant Black",Home & Kitchen,3%,B004164SRA,https://www.amazon.com/Ozeri-Digital-Multifunction-Kitchen-Elegant/product-reviews/B004164SRA/ref=cm_cr_dp_qt_see_all_top/165-4935273-2098423?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,2%,"Fast, FREE Shipping",https://www.amazon.com/Ozeri-Digital-Multifunction-Kitchen-Elegant/dp/B004164SRA?_encoding=UTF8&psc=1,4.6 out of 5 stars,,". . Accurate, easy-to-use digital kitchen scale weighs up to 11 lbs. (5050 grams) in precise graduations of 0.05 oz. (1 gram); Cleans and stores easily. Features a newly enlarged weighing platform finished in elegant chrome and 2 large buttons that generate an audible click confirmation. Precision Tare Button calculates the net weight of your ingredients (automatically subtracts the weight of any bowl or container). Automatic Unit Button instantly converts from ounces to grams (oz. to g), pounds to kilograms (lbs. to kg) and displays results on the LCD screen. Runs on 2 AAA batteries (included) with an easy-access battery compartment (no screwdriver needed); Satisfaction Guaranteed. ",4%,77%,8.2 x 1.8 x 6 inches
517 answered questions,$54.99,4.4 out of 5 stars,5929842,In Stock.,3.6 pounds (,"11,184",Coop Home Goods - Premium Adjustable Loft - Shredded Hypoallergenic Certipur Memory Foam Pillow with signature Ultra Tech washable removable cooling bamboo derived cover - Made in USA - QUEEN,Home & Kitchen,5%,B00EINBSEW,https://www.amazon.com/Coop-Home-Goods-Adjustable-Hypoallergenic/product-reviews/B00EINBSEW/ref=cm_cr_dp_qt_see_all_top/163-1767714-8762518?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,11%,4%,"Fast, FREE Shipping",https://www.amazon.com/Coop-Home-Goods-Adjustable-Hypoallergenic/dp/B00EINBSEW?_encoding=UTF8&psc=1,4.4 out of 5 stars,,". . Cover is 60% Polyester 40% Bamboo. Made in USA. NOTE: PLEASE CHECK ""SOLD BY"" SELLER NAME, only Coop Home Goods products SOLD BY Marlow's Mercantile ARE GUARANTEED GENUINE. If you order from a different seller and or pillows are not made in the USA, don't have Coop Home Goods embroidered on the fabric, or Coop Home Goods on the Law Label please contact Amazon and us immediately.. FULLY ADJUSTABLE PILLOW with our PROPRIETARY MIX of SHREDDED VISCO ELASTIC MEMORY FOAM - ADD or REMOVE foam to adjust to your comfort, perfect custom made pillow each time - for all sleep positions. Allows greater ventilation - Promotes proper alignment allowing deeper sleep through the night. *PATENT PENDING. REST ASSURED - CertiPUR-US Certified foam. Our pillows are made without ozone depleters, PBDEs, TDCPP, TCEP flame retardants, mercury, lead and heavy metals, formaldehyde, phthalates regulated by the CPSC, or CFCs. Our foam has been analyzed by independent, accredited testing laboratories. WHAT IS IN YOUR PILLOW? Our pillows meet the CertiPUR-US standards for content, emissions and durability, and are analyzed by independent, accredited testing labs.. HYPOALLERGENIC & DUST MITE RESISTANT - allergy sufferers no longer need to compromise comfort! EASY TO CARE FOR - MACHINE WASHABLE - 5 Year Warranty - Guaranteed it will not go flat.. BACKED BY THE COOP HOME GOODS GUARANTEE - We guarantee you'll love the pillow, and if you aren't absolutely satisfied, return it within 30 days for a refund, no questions asked.. ",5%,75%,18 x 12 x 3 inches
